SERIALNO,PUMA5,STATE,PERSONS,HINC,HHID,FIRSTPERSONID
5001318541,6103,6,3,124318.55999999998,5590,12951
5001318868,1700,6,3,187513.82799999998,5591,12954
5001319004,6103,6,3,104531.1892,5592,12957
5001319712,300,6,2,73037.154,5593,12960
5001319994,300,6,3,13053.448799999998,5594,12962
5001320122,1700,6,2,51851.1994,5595,12965
5001320328,300,6,2,74591.136,5596,12967
5001320945,6103,6,1,24242.119199999997,5597,12969
5001321286,1700,6,1,16575.807999999997,5598,12970
5001323166,6103,6,1,8184.305199999999,5599,12971
5001323938,1700,6,2,171874.55315199998,5600,12972
5001323949,6103,6,3,81428.6568,5601,12974
5001324819,1700,6,2,695873.1396,5602,12977
5001325009,6103,6,2,65080.76615999999,5603,12979
5001326685,1700,6,2,54389.369999999995,5604,12981
5001327296,300,6,6,74591.136,5605,12983
5001327719,1700,6,2,78735.08799999999,5606,12989
5001327999,300,6,1,46412.26239999999,5607,12991
5001328749,6103,6,1,19580.173199999997,5608,12992
5001329906,6103,6,3,352132.32119999995,5609,12993
5001330023,1700,6,4,143898.7332,5610,12996
5001331726,1700,6,1,37709.9632,5611,13000
5001333088,6103,6,1,64386.6542,5612,13001
5001333755,300,6,5,39367.543999999994,5613,13002
5001334055,6103,6,3,299400.53199999995,5614,13007
5001336380,300,6,2,129633.17843999999,5615,13010
5001336703,300,6,2,163168.11,5616,13012
5001337238,1700,6,2,120796.20079999999,5617,13014
5001337304,1700,6,2,99972.84199999999,5618,13016
5001338353,1700,6,3,238277.24,5619,13018
5001338826,1700,6,6,10359.88,5620,13021
5001340375,300,6,2,277333.9876,5621,13027
5001340533,6103,6,4,200993.06786799998,5622,13029
5001340877,300,6,2,119138.62,5623,13033
5001341154,1700,6,4,238277.24,5624,13035
5001341253,300,6,2,51799.399999999994,5625,13039
5001341402,6103,6,1,49002.23239999999,5626,13041
5001342236,6103,6,2,774919.024,5627,13042
5001342425,1700,6,3,73555.14799999999,5628,13044
5001342803,300,6,1,129498.49999999999,5629,13047
5001343321,300,6,2,53042.5856,5630,13048
5001343835,300,6,1,0,5631,13050
5001345316,1700,6,2,65060.04639999999,5632,13051
5001346668,1700,6,3,22791.735999999997,5633,13053
5001346946,300,6,3,49728.459987999995,5634,13056
5001347299,1700,6,2,66821.226,5635,13059
5001348852,300,6,4,58015.327999999994,5636,13061
5001352624,300,6,2,55943.35199999999,5637,13065
5001353167,300,6,2,58118.926799999994,5638,13067
5001355490,6103,6,1,336696.1,5639,13069
5001355599,300,6,1,13364.2452,5640,13070
5001356407,1700,6,1,20719.76,5641,13071
5001358277,1700,6,2,71193.09535999999,5642,13072
5001359142,1700,6,3,45583.471999999994,5643,13074
5001359803,300,6,1,31079.639999999996,5644,13077
5001359923,300,6,5,64127.657199999994,5645,13078
5001360333,300,6,2,899237.5839999999,5646,13083
5001360801,6103,6,3,288004.664,5647,13085
5001360872,1700,6,4,24138.520399999998,5648,13088
5001361459,300,6,1,9427.4908,5649,13092
5001361764,1700,6,2,24842.99224,5650,13093
5001362158,300,6,3,168866.044,5651,13095
5001363372,300,6,3,80807.064,5652,13098
5001364076,1700,6,3,181297.9,5653,13101
5001364232,6103,6,1,39574.741599999994,5654,13104
5001364702,6103,6,2,177568.34319999997,5655,13105
5001365485,300,6,2,79874.6748,5656,13107
5001365563,1700,6,1,24345.717999999997,5657,13109
5001365654,300,6,2,133849.64959999998,5658,13110
5001367510,300,6,1,16368.610399999998,5659,13112
5001369328,1700,6,2,40921.526,5660,13113
5001371880,300,6,2,51799.399999999994,5661,13115
5001372566,300,6,2,68271.60919999999,5662,13117
5001373357,300,6,2,91684.938,5663,13119
5001373488,300,6,1,53456.9808,5664,13121
5001375300,6103,6,4,58139.646559999994,5665,13122
5001375534,300,6,1,33358.813599999994,5666,13126
5001375768,1700,6,3,120692.60199999998,5667,13127
5001376986,300,6,1,20201.766,5668,13130
5001378785,300,6,1,14503.831999999999,5669,13131
5001378831,6103,6,2,90856.1476,5670,13132
5001378918,6103,6,3,173942.3852,5671,13134
5001379398,300,6,2,72519.15999999999,5672,13137
5001379736,300,6,2,22791.735999999997,5673,13139
5001380172,1700,6,3,77699.09999999999,5674,13141
5001380519,300,6,6,148767.8768,5675,13144
5001381607,6103,6,1,41439.52,5676,13150
5001381810,6103,6,2,119138.62,5677,13151
5001381832,6103,6,1,44547.484,5678,13153
5001381900,300,6,1,18958.5804,5679,13154
5001381947,300,6,3,184405.86399999997,5680,13155
5001383688,1700,6,2,93238.92,5681,13158
5001383858,300,6,4,29836.4544,5682,13160
5001386005,300,6,1,74694.73479999999,5683,13164
5001386763,1700,6,2,149182.272,5684,13165
5001386845,1700,6,2,149182.272,5685,13167
5001387021,6103,6,2,73658.7468,5686,13169
5001389422,300,6,2,68893.20199999999,5687,13171
5001390238,1700,6,2,25692.502399999998,5688,13173
5001390916,1700,6,4,103598.79999999999,5689,13175
5001393409,300,6,3,29007.663999999997,5690,13179
5001394597,6103,6,2,213413.528,5691,13182
5001395071,1700,6,2,93031.7224,5692,13184
5001395125,1700,6,6,115719.8596,5693,13186
5001395688,300,6,2,17611.796,5694,13192
5001396183,300,6,2,27971.675999999996,5695,13194
5001396492,1700,6,2,239313.22799999997,5696,13196
5001397117,1700,6,2,52628.19039999999,5697,13198
5001398108,1700,6,4,480284.03679999994,5698,13200
5001398187,1700,6,4,88473.3752,5699,13204
5001398583,1700,6,1,24345.717999999997,5700,13208
5001400827,300,6,1,9427.4908,5701,13209
5001401150,1700,6,3,278266.37679999997,5702,13210
5001401462,300,6,2,29940.0532,5703,13213
5001401565,1700,6,3,107742.752,5704,13215
5001402445,1700,6,2,72519.15999999999,5705,13218
5001402820,300,6,2,18647.784,5706,13220
5001403448,6103,6,1,37295.568,5707,13222
5001403952,300,6,2,126390.536,5708,13223
5001405636,1700,6,6,65267.24399999999,5709,13225
5001406072,300,6,2,141184.44464,5710,13231
5001406376,1700,6,1,7459.1136,5711,13233
5001406406,300,6,2,44133.0888,5712,13234
5001410134,1700,6,3,250709.096,5713,13236
5001410176,6103,6,2,51799.399999999994,5714,13239
5001411154,1700,6,2,34187.604,5715,13241
5001411501,300,6,11,226881.37199999997,5716,13243
5001411575,6103,6,2,12431.856,5717,13254
5001412000,1700,6,2,101526.824,5718,13256
5001415594,1700,6,2,134678.44,5719,13258
5001416337,1700,6,2,97693.6684,5720,13260
5001418679,6103,6,8,66821.226,5721,13262
5001419115,1700,6,2,856762.0759999999,5722,13270
5001421300,300,6,2,8909.496799999999,5723,13272
5001421430,1700,6,2,105774.37479999999,5724,13274
5001421614,6103,6,2,17611.796,5725,13276
5001422540,1700,6,3,116963.0452,5726,13278
5001422611,6103,6,6,69152.199,5727,13281
5001422734,300,6,2,95310.896,5728,13287
5001424338,1700,6,4,243457.18,5729,13289
5001424430,300,6,3,169902.03199999998,5730,13293
5001424707,1700,6,2,55321.75919999999,5731,13296
5001425567,300,6,6,52213.79519999999,5732,13298
5001426334,6103,6,4,150218.25999999998,5733,13304
5001426584,300,6,4,100180.03959999999,5734,13308
5001427738,6103,6,2,45583.471999999994,5735,13312
5001428083,300,6,3,71379.5732,5736,13314
5001428756,300,6,2,26003.298799999997,5737,13317
5001431489,300,6,2,27246.484399999998,5738,13319
5001432210,300,6,1,8909.496799999999,5739,13321
5001432948,300,6,3,61744.88479999999,5740,13322
5001434387,1700,6,3,186477.84,5741,13325
5001434498,300,6,1,11188.670399999999,5742,13328
5001437285,6103,6,3,23724.1252,5743,13329
5001438500,6103,6,2,116237.85359999999,5744,13332
5001440560,300,6,1,24356.077879999997,5745,13334
5001442032,300,6,5,27660.879599999997,5746,13335
5001442056,6103,6,2,28593.268799999998,5747,13340
5001442294,300,6,1,1553.982,5748,13342
5001443766,6103,6,6,46619.46,5749,13343
5001444667,1700,6,2,78631.4892,5750,13349
5001446319,1700,6,2,113544.2848,5751,13351
5001447956,300,6,3,41439.52,5752,13353
5001448391,1700,6,1,24863.712,5753,13356
5001449737,1700,6,1,138822.392,5754,13357
5001452216,1700,6,3,131156.0808,5755,13358
5001455801,6103,6,5,88058.98,5756,13361
5001456124,300,6,1,41439.52,5757,13366
5001456315,1700,6,2,38310.83624,5758,13367
5001456384,300,6,2,78217.094,5759,13369
5001457548,300,6,3,167653.93803999998,5760,13371
5001458291,6103,6,3,131777.67359999998,5761,13374
5001458943,6103,6,4,207197.59999999998,5762,13377
5001459143,300,6,1,47241.0528,5763,13381
5001459205,1700,6,1,51799.399999999994,5764,13382
5001459719,6103,6,2,67650.0164,5765,13383
5001460917,300,6,2,38538.7536,5766,13385
5001462524,1700,6,3,178189.936,5767,13387
5001462716,1700,6,4,63713.261999999995,5768,13390
5001463092,300,6,2,16575.807999999997,5769,13394
5001463878,300,6,1,18544.1852,5770,13396
5001464226,300,6,2,136439.61959999998,5771,13397
5001464650,6103,6,2,108778.73999999999,5772,13399
5001464740,6103,6,2,69411.196,5773,13401
5001464773,1700,6,4,425293.79376,5774,13403
5001467717,1700,6,1,20719.76,5775,13407
5001467910,300,6,1,58015.327999999994,5776,13408
5001467958,300,6,1,13053.448799999998,5777,13409
5001471304,300,6,1,26314.095199999996,5778,13410
5001472315,300,6,2,43407.8972,5779,13411
5001473229,1700,6,5,58129.28668,5780,13413
5001473543,300,6,2,124318.55999999998,5781,13418
5001474270,300,6,1,43511.496,5782,13420
5001475129,1700,6,1,0,5783,13421
5001475652,1700,6,3,82879.04,5784,13422
5001475904,6103,6,1,10877.874,5785,13425
5001475922,300,6,2,33151.615999999995,5786,13426
5001476855,300,6,3,37813.562,5787,13428
5001479920,300,6,2,21341.352799999997,5788,13431
5001480972,1700,6,3,110954.3148,5789,13433
5001481276,1700,6,3,103598.79999999999,5790,13436
5001482214,1700,6,2,71793.9684,5791,13439
5001482474,6103,6,2,95310.896,5792,13441
5001482725,300,6,5,85158.21359999999,5793,13443
5001483759,1700,6,2,73762.3456,5794,13448
5001483951,1700,6,2,236889.01607999997,5795,13450
5001485164,1700,6,1,0,5796,13452
5001485543,300,6,2,198806.0972,5797,13453
5001487783,1700,6,2,111886.70399999998,5798,13455
5001489587,300,6,2,41646.717599999996,5799,13457
5001490387,1700,6,4,82879.04,5800,13459
5001491920,300,6,1,16783.005599999997,5801,13463
5001492580,6103,6,2,47344.6516,5802,13464
5001493200,1700,6,2,48380.639599999995,5803,13466
5001493560,300,6,1,21134.155199999997,5804,13468
5001493994,6103,6,1,78735.08799999999,5805,13469
5001495735,300,6,1,8702.2992,5806,13470
5001495779,1700,6,2,144012.69188,5807,13471
5001495964,6103,6,2,122350.1828,5808,13473
5001496429,1700,6,1,22128.70368,5809,13475
5001499748,300,6,1,48826.11444,5810,13476
5001501434,1700,6,1,10981.4728,5811,13477
5001501619,1700,6,1,80807.064,5812,13478
5001502802,1700,6,1,37295.568,5813,13479
5001503513,300,6,2,79916.11432,5814,13480
5001504602,1700,6,3,144582.48528,5815,13482
5001505001,300,6,2,21755.748,5816,13485
5001505913,1700,6,3,115823.45839999999,5817,13487
5001507316,300,6,2,47655.448,5818,13490
5001507758,300,6,2,53353.382,5819,13492
5001507820,1700,6,5,181297.9,5820,13494
5001507959,300,6,2,173372.5918,5821,13499
5001507985,1700,6,3,108374.70468,5822,13501
5001508026,6103,6,2,67442.8188,5823,13504
5001509103,6103,6,4,103598.79999999999,5824,13506
5001509340,6103,6,2,54596.567599999995,5825,13510
5001509717,1700,6,5,52493.511959999996,5826,13512
5001510281,300,6,1,51799.399999999994,5827,13517
5001510323,1700,6,2,552181.6039999999,5828,13518
5001510367,300,6,2,58844.11839999999,5829,13520
5001511643,1700,6,1,12431.856,5830,13522
5001512285,6103,6,2,48277.040799999995,5831,13523
5001512528,1700,6,2,269978.4728,5832,13525
6000000183,6103,6,2,97367.71220000001,5833,13527
6000000940,1700,6,5,256289.11002800002,5834,13529
6000001190,6103,6,1,35200.589400000004,5835,13534
6000001732,300,6,1,63711.00830000001,5836,13535
6000002109,300,6,1,72047.99,5837,13536
6000002360,1700,6,2,31083.561400000002,5838,13537
6000004166,1700,6,3,79870.3432,5839,13539
6000006579,6103,6,4,140493.5805,5840,13542
6000007514,1700,6,2,132053.67310000001,5841,13546
6000008019,1700,6,5,102925.70000000001,5842,13548
6000008580,300,6,2,250624.07950000002,5843,13553
6000009558,300,6,1,9880.8672,5844,13555
6000009989,1700,6,1,140802.35760000002,5845,13556
6000011560,300,6,1,34377.183800000006,5846,13557
6000011801,1700,6,1,82340.56000000001,5847,13558
6000012767,1700,6,1,78223.532,5848,13559
6000012990,300,6,3,104366.65980000001,5849,13560
6000013082,6103,6,3,35200.589400000004,5850,13563
6000014329,6103,6,2,37053.252,5851,13566
6000014929,300,6,2,66942.87528000001,5852,13568
6000017175,300,6,2,80282.046,5853,13570
6000017715,6103,6,1,57638.39200000001,5854,13572
6000018146,1700,6,2,36023.995,5855,13573
6000018917,300,6,1,46316.565,5856,13575
6000019337,6103,6,1,46316.565,5857,13576
6000019734,300,6,2,88721.95340000001,5858,13577
6000020920,300,6,3,90574.61600000001,5859,13579
6000022594,300,6,4,85942.95950000001,5860,13582
6000023168,6103,6,2,133803.41,5861,13586
6000023704,6103,6,3,72047.99,5862,13588
6000024057,1700,6,1,21511.4713,5863,13591
6000024905,1700,6,2,317011.156,5864,13592
6000025275,1700,6,1,25731.425000000003,5865,13594
6000026003,1700,6,2,81311.303,5866,13595
6000028991,300,6,2,50433.593,5867,13597
6000029110,1700,6,2,49301.4103,5868,13599
6000029383,1700,6,4,15438.855000000001,5869,13601
6000029889,6103,6,3,163651.863,5870,13605
6000030303,1700,6,3,186295.51700000002,5871,13608
6000031822,300,6,4,25731.425000000003,5872,13611
6000031845,1700,6,4,97779.41500000001,5873,13615
6000032012,300,6,1,9983.7929,5874,13619
6000032140,300,6,2,84399.07400000001,5875,13620
6000032853,6103,6,4,159761.27154000002,5876,13622
6000033216,300,6,2,27687.013300000002,5877,13626
6000033495,1700,6,1,11013.049900000002,5878,13628
6000033711,300,6,2,53111.719714000006,5879,13629
6000034147,6103,6,1,6179.659028000001,5880,13631
6000035118,300,6,1,25216.7965,5881,13632
6000036123,300,6,3,42199.537000000004,5882,13633
6000036204,1700,6,2,67930.962,5883,13636
6000038637,300,6,2,179090.71800000002,5884,13638
6000039166,300,6,4,63093.4541,5885,13640
6000040692,1700,6,2,118158.70360000001,5886,13644
6000041562,1700,6,4,198656.89357000001,5887,13646
6000042080,300,6,5,117952.85220000001,5888,13650
6000042364,300,6,2,87692.6964,5889,13655
6000043107,300,6,2,79664.4918,5890,13657
6000043495,300,6,4,77194.27500000001,5891,13659
6000044477,6103,6,2,80487.8974,5892,13663
6000044519,300,6,2,9469.164400000001,5893,13665
6000044645,1700,6,1,19761.7344,5894,13667
6000047683,300,6,2,372601.32657000003,5895,13668
6000049159,1700,6,2,124540.09700000001,5896,13670
6000049338,300,6,7,7410.6504,5897,13672
6000050078,300,6,1,35303.515100000004,5898,13679
6000051614,300,6,2,1338.0341,5899,13680
6000051994,1700,6,2,125023.84779000001,5900,13682
6000052807,300,6,2,37773.731900000006,5901,13684
6000052896,300,6,2,109410.0191,5902,13686
6000052978,300,6,3,386486.00350000005,5903,13688
