id,persons,children,femaleAdult,stayType,season
300190,1,0,-1,2,1
300191,2,0,-1,2,1
300192,5,0,-1,2,1
300193,1,0,-1,2,1
300194,4,0,-1,2,1
300195,2,0,-1,2,1
300196,2,0,-1,2,1
300197,1,0,-1,2,1
300198,2,0,-1,2,1
300199,3,2,-1,2,1
300200,7,0,-1,2,1
300201,1,0,-1,2,1
300202,4,2,-1,2,1
300203,6,3,-1,2,1
300204,4,0,-1,2,1
300205,6,3,-1,2,1
300206,2,0,-1,2,1
300207,7,0,-1,2,1
300208,3,0,-1,2,1
300209,2,0,-1,2,1
300210,4,0,-1,2,1
300211,2,0,-1,2,1
300212,3,1,-1,2,1
300213,2,0,-1,2,1
300214,5,2,-1,2,1
300215,7,3,-1,2,1
300216,2,0,-1,2,1
300217,2,1,-1,2,1
300218,6,3,-1,2,1
300219,1,0,-1,2,1
300220,4,0,-1,2,1
300221,3,0,-1,2,1
300222,4,1,-1,2,1
300223,2,0,-1,2,1
300224,6,6,-1,2,1
300225,2,0,-1,2,1
300226,2,0,-1,2,1
300227,2,0,-1,2,1
300228,2,0,-1,2,1
300229,2,0,-1,2,1
300230,3,0,-1,2,1
300231,2,0,-1,2,1
300232,1,0,-1,2,1
300233,6,2,-1,2,1
300234,2,0,-1,2,1
300235,3,1,-1,2,1
300236,2,0,-1,2,1
300237,2,0,-1,2,1
300238,1,0,-1,2,1
300239,6,0,-1,2,1
300240,3,0,-1,2,1
300241,2,0,-1,2,1
300242,1,0,-1,2,1
300243,3,0,-1,2,1
300244,4,1,-1,2,1
300245,1,0,-1,2,1
300246,3,0,-1,2,1
300247,2,0,-1,2,1
300248,2,0,-1,2,1
300249,2,0,-1,2,1
300250,5,0,-1,2,1
300251,1,0,-1,2,1
300252,2,0,-1,2,1
300253,1,0,-1,2,1
300254,5,1,-1,2,1
300255,3,0,-1,2,1
300256,2,0,-1,2,1
300257,4,0,-1,2,1
300258,1,0,-1,2,1
300259,1,0,-1,2,1
300260,2,0,-1,2,1
300261,3,1,-1,2,1
300262,4,2,-1,2,1
300263,2,0,-1,2,1
300264,4,2,-1,2,1
300265,2,0,-1,2,1
300266,4,2,-1,2,1
300267,2,0,-1,2,1
300268,2,1,-1,2,1
300269,2,0,-1,2,1
300270,6,4,-1,2,1
300271,4,2,-1,2,1
300272,1,0,-1,2,1
300273,1,0,-1,2,1
300274,2,0,-1,2,1
300275,7,3,-1,2,1
300276,5,3,-1,2,1
300277,5,0,-1,2,1
300278,2,0,-1,2,1
300279,3,2,-1,2,1
300280,4,0,-1,2,1
300281,4,2,-1,2,1
300282,4,2,-1,2,1
300283,3,1,-1,2,1
300284,4,2,-1,2,1
300285,2,0,-1,2,1
300286,3,0,-1,2,1
300287,2,1,-1,2,1
300288,2,0,-1,2,1
300289,7,0,-1,2,1
300290,3,0,-1,2,1
300291,1,0,-1,2,1
300292,4,2,-1,2,1
300293,2,0,-1,2,1
300294,6,2,-1,2,1
300295,2,0,-1,2,1
300296,3,1,-1,2,1
300297,4,2,-1,2,1
300298,4,3,-1,2,1
300299,1,0,-1,2,1
300300,1,0,-1,2,1
300301,5,2,-1,2,1
300302,2,0,-1,2,1
300303,2,0,-1,2,1
300304,2,0,-1,2,1
300305,4,1,-1,2,1
300306,2,0,-1,2,1
300307,2,0,-1,2,1
300308,2,0,-1,2,1
300309,3,0,-1,2,1
300310,3,0,-1,2,1
300311,2,0,-1,2,1
300312,2,0,-1,2,1
300313,4,0,-1,2,1
300314,2,0,-1,2,1
300315,2,0,-1,2,1
300316,3,0,-1,2,1
300317,2,0,-1,2,1
300318,4,1,-1,2,1
300319,6,0,-1,2,1
300320,2,0,-1,2,1
300321,6,0,-1,2,1
300322,1,0,-1,2,1
300323,4,2,-1,2,1
300324,2,0,-1,2,1
300325,1,0,-1,2,1
300326,2,0,-1,2,1
