id,persons,children,femaleAdult,stayType,season
20204902,2,0,1,1,3
20204911,1,0,1,1,3
20204921,1,0,0,1,3
20204931,1,0,0,1,3
20204941,1,0,1,1,3
20204951,2,0,1,1,3
20204952,2,0,1,1,3
20204961,1,0,1,1,3
20204971,1,0,0,1,3
20204981,2,0,1,1,3
20204982,2,0,1,1,3
20204991,2,0,1,1,3
20204992,2,0,1,1,3
20205001,1,0,1,1,3
20205011,2,0,1,1,3
20205012,2,0,1,1,3
20205021,4,1,1,1,3
20205022,4,1,1,1,3
20205023,4,1,1,1,3
20205024,4,1,1,1,3
20205031,1,0,0,1,3
20205041,1,0,0,1,3
20205051,1,0,1,1,3
20205061,2,0,1,1,3
20205062,2,0,1,1,3
20205071,1,0,1,1,3
20205081,1,0,1,1,3
20205091,1,0,1,1,3
20205101,1,0,1,1,3
20205111,1,0,0,1,3
20205121,1,0,1,1,3
20205131,2,0,1,1,3
20205132,2,0,1,1,3
20205141,1,0,0,1,3
20205151,1,0,1,1,3
20205161,1,0,1,1,3
20205171,1,0,0,1,3
20205172,1,0,0,5,1
20205173,2,1,0,1,1
20205174,4,0,1,5,1
20205175,1,0,1,2,1
20205176,4,2,1,2,1
20205177,1,0,1,2,1
20205178,1,0,1,5,1
20205179,1,0,1,5,1
20205180,1,0,1,2,1
20205181,2,0,1,1,1
20205182,3,1,1,2,1
20205183,1,0,1,1,1
20205184,2,0,1,2,1
20205185,2,0,1,2,1
20205186,2,0,0,5,1
20205187,4,0,1,5,1
20205188,4,3,1,2,1
20205189,4,2,1,6,1
20205190,2,0,1,2,1
20205191,7,6,1,2,1
20205192,2,0,1,1,1
20205193,4,0,1,1,1
20205194,2,0,1,2,1
20205195,2,0,1,2,1
20205196,2,0,1,2,1
20205197,2,0,1,2,1
20205198,2,0,1,2,1
20205199,3,0,1,2,1
20205200,2,0,1,6,1
20205201,2,0,1,6,1
20205202,2,0,1,5,1
20205203,2,1,1,5,1
20205204,2,0,1,2,1
20205205,2,0,1,1,1
20205206,2,0,1,6,1
20205207,2,0,1,2,1
20205208,2,0,1,2,1
20205209,2,0,1,6,1
20205210,2,0,1,2,1
20205211,4,0,1,2,1
20205212,1,0,1,1,1
20205213,3,0,1,1,1
20205214,3,1,1,5,1
20205215,2,0,1,2,1
20205216,4,1,1,6,1
20205217,3,0,1,2,1
20205218,2,0,1,6,1
20205219,4,0,1,5,1
20205220,4,1,1,5,1
20205221,2,0,1,6,1
20205222,4,2,1,2,1
20205223,2,0,1,6,1
20205224,4,0,0,1,1
20205225,2,0,1,6,1
20205226,2,0,1,2,1
20205227,3,1,1,2,1
20205228,2,0,1,1,1
20205229,7,2,1,5,1
20205230,4,0,1,2,1
20205231,3,1,1,2,1
20205232,5,2,1,1,1
20205233,4,0,0,1,1
20205234,3,1,1,2,1
20205235,4,3,1,2,1
20205236,2,0,1,2,1
20205237,1,0,1,2,1
20205238,7,0,1,1,1
20205239,2,0,1,2,1
20205240,3,1,0,2,1
20205241,2,0,1,2,1
20205242,1,0,1,1,1
20205243,5,5,1,2,1
20205244,2,0,1,5,1
20205245,2,0,1,1,1
20205246,2,0,1,2,1
20205247,2,0,0,2,1
20205248,3,1,1,2,1
20205249,3,0,1,2,1
20205250,2,0,1,5,1
20205251,2,0,0,6,1
20205252,2,0,1,5,1
20205253,2,0,0,5,1
20205254,2,1,1,6,1
20205255,2,0,1,1,1
20205256,3,1,0,6,1
20205257,1,0,1,6,1
20205258,3,1,1,2,1
20205259,2,0,1,1,1
20205260,1,0,1,1,1
20205261,1,0,1,2,1
20205262,1,0,1,6,1
20205263,2,1,1,6,1
20205264,3,2,1,5,1
20205265,1,0,1,2,1
20205266,5,2,1,1,1
20205267,4,1,1,2,1
20205268,1,0,1,6,1
20205269,6,1,1,1,1
20205270,3,2,1,5,1
20205271,3,2,1,2,1
20205272,2,0,0,2,1
20205273,2,0,1,5,1
20205274,4,0,1,1,1
20205275,1,0,1,2,1
20205276,2,0,1,1,1
20205277,2,0,1,6,1
20205278,1,0,1,6,1
20205279,3,0,1,1,1
20205280,5,1,1,1,1
20205281,1,0,1,1,1
20205282,2,0,1,1,1
20205283,1,0,1,2,1
20205284,4,1,0,2,1
20205285,4,0,1,5,1
20205286,3,0,1,2,1
20205287,3,0,0,5,1
20205288,1,0,1,2,1
20205289,2,0,1,2,1
20205290,5,3,1,5,1
20205291,6,0,1,2,1
20205292,2,0,1,2,1
20205293,2,0,1,2,1
20205294,5,1,1,5,1
20205295,4,0,0,5,1
20205296,4,2,1,5,1
20205297,3,0,0,2,1
20205298,3,1,1,2,1
20205299,5,3,1,5,1
20205300,2,0,1,2,1
20205301,7,3,1,1,1
20205302,2,0,1,1,1
20205303,4,2,1,2,1
20205304,3,0,1,6,1
20205305,2,0,1,5,1
20205306,2,0,0,1,1
20205307,2,0,1,5,1
20205308,7,1,1,5,1
20205309,2,0,1,6,1
20205310,5,3,1,2,1
20205311,6,1,1,5,1
20205312,4,2,1,1,1
20205313,4,2,1,2,1
20205314,2,0,1,2,1
20205315,4,1,1,1,1
20205316,2,0,1,2,1
20205317,7,0,1,5,1
20205318,2,0,1,2,1
20205319,7,0,1,5,1
20205320,1,0,1,2,1
20205321,2,0,1,2,1
20205322,3,0,1,2,1
20205323,3,0,1,5,1
20205324,4,4,1,2,1
20205325,7,3,1,1,1
20205326,2,0,1,2,1
20205327,2,0,0,5,1
20205328,2,0,1,2,1
20205329,2,0,1,2,1
20205330,2,0,1,2,1
20205331,2,0,1,5,1
20205332,2,0,1,6,1
20205333,2,0,1,6,1
20205334,2,0,1,2,1
20205335,2,0,1,6,1
20205336,4,2,0,2,1
20205337,2,0,1,2,1
20205338,2,0,1,2,1
20205339,2,0,1,1,1
20205340,3,0,0,2,1
20205341,2,0,1,2,1
20205342,2,0,1,2,1
20205343,2,0,1,2,1
20205344,6,3,1,5,1
20205345,2,0,1,5,1
20205346,5,2,1,5,1
20205347,2,0,1,5,1
20205348,2,0,1,2,1
20205349,5,0,1,1,1
20205350,5,0,1,1,1
20205351,1,0,1,2,1
20205352,3,0,1,5,1
20205353,2,0,1,1,1
20205354,2,0,1,2,1
20205355,3,0,1,2,1
20205356,2,0,1,6,1
20205357,1,0,1,6,1
20205358,2,0,1,5,1
20205359,2,0,1,5,1
20205360,2,0,1,5,1
20205361,2,0,1,5,1
20205362,1,2,1,1,1
20205363,2,0,0,5,1
20205364,4,0,1,1,1
20205365,4,0,1,1,1
20205366,2,0,1,6,1
20205367,2,0,1,5,1
20205368,2,0,0,2,1
20205369,5,1,0,6,1
20205370,3,0,1,1,1
20205371,2,0,1,6,1
20205372,3,0,1,1,1
20205373,3,0,0,5,1
20205374,4,0,1,6,1
20205375,2,0,1,6,1
20205376,3,0,0,5,1
20205377,5,3,1,5,1
20205378,5,0,1,5,1
20205379,2,0,1,1,1
20205380,2,0,1,5,1
20205381,5,0,1,5,1
20205382,1,0,1,1,1
20205383,1,0,1,2,1
20205384,2,0,1,6,1
20205385,5,1,1,2,1
20205386,2,0,0,5,1
20205387,3,1,1,5,1
20205388,6,0,1,5,1
20205389,7,0,1,5,1
20205390,3,0,1,5,1
20205391,5,3,1,6,1
20205392,4,2,1,5,1
20205393,6,0,0,2,1
20205394,5,2,0,6,1
20205395,2,0,1,2,1
20205396,4,2,1,6,1
20205397,2,0,1,2,1
20205398,4,2,1,6,1
20205399,2,0,1,6,1
20205400,3,1,1,6,1
20205401,3,1,1,5,1
20205402,5,1,0,5,1
20205403,4,0,1,5,1
20205404,2,0,1,2,1
20205405,4,0,1,2,1
20205406,4,0,1,2,1
20205407,2,0,1,2,1
20205408,2,0,1,6,1
20205409,6,2,1,5,1
20205410,2,0,1,5,1
20205411,1,0,1,6,1
20205412,2,0,1,2,1
20205413,5,2,1,5,1
20205414,4,0,1,5,1
20205415,2,0,1,2,1
20205416,2,0,1,6,1
20205417,2,0,1,5,1
20205418,2,0,1,5,1
20205419,4,0,1,5,1
20205420,6,0,1,1,1
20205421,4,0,1,5,1
20205422,2,0,1,6,1
20205423,2,0,1,5,1
20205424,2,0,1,1,1
20205425,2,0,1,1,1
20205426,4,1,1,5,1
20205427,2,0,0,5,1
20205428,5,0,1,5,1
20205429,2,0,1,2,1
20205430,1,0,1,1,1
20205431,1,0,1,1,1
20205432,2,0,1,2,1
20205433,2,0,1,6,1
20205434,2,0,1,6,1
20205435,2,0,1,2,1
20205436,2,0,1,5,1
20205437,5,3,1,5,1
20205438,2,0,1,2,1
20205439,2,0,1,2,1
20205440,7,0,1,5,1
20205441,2,0,1,2,1
20205442,2,0,1,2,1
20205443,2,0,1,1,1
20205444,4,0,1,2,1
20205445,3,1,1,2,1
20205446,3,1,1,2,1
20205447,2,0,1,2,1
20205448,4,0,1,2,1
20205449,5,1,1,5,1
20205450,4,0,0,2,1
20205451,2,0,1,2,1
20205452,3,1,0,2,1
20205453,3,1,1,2,1
20205454,2,0,1,2,1
20205455,4,0,1,5,1
20205456,2,1,1,6,1
20205457,4,0,1,1,1
20205458,2,0,0,5,1
20205459,4,0,1,2,1
20205460,2,0,1,5,1
20205461,3,1,1,5,1
20205462,4,1,1,2,1
20205463,7,1,1,2,1
20205464,6,1,1,2,1
20205465,2,0,1,5,1
20205466,4,2,1,2,1
20205467,2,0,1,2,1
20205468,7,5,1,5,1
20205469,2,0,1,2,1
20205470,4,0,1,2,1
20205471,3,0,1,5,1
20205472,4,1,1,5,1
20205473,2,0,1,2,1
20205474,3,1,1,5,1
20205475,4,2,1,5,1
20205476,2,0,1,2,1
20205477,1,0,1,1,1
20205478,4,1,1,5,1
20205479,3,1,1,2,1
20205480,5,1,0,1,1
20205481,3,1,1,5,1
20205482,4,2,1,1,1
20205483,2,0,1,2,1
20205484,1,0,1,2,1
20205485,1,0,1,2,1
20205486,5,0,1,5,1
20205487,4,2,1,6,1
20205488,1,0,1,2,1
20205489,1,0,1,5,1
20205490,1,0,1,5,1
20205491,1,0,1,2,1
20205492,2,0,1,6,1
20205493,4,0,1,5,1
20205494,1,0,1,1,1
20205495,2,0,1,5,1
20205496,1,0,1,2,1
20205497,4,0,1,5,1
20205498,7,0,1,2,1
20205499,1,0,1,1,1
20205500,5,3,1,5,1
20205501,1,0,1,1,1
20205502,2,0,1,1,1
20205503,5,3,1,1,1
20205504,1,0,1,2,1
20205505,1,0,1,2,1
20205506,1,0,1,2,1
20205507,3,1,1,2,1
20205508,1,0,1,2,1
20205509,1,0,1,2,1
20205510,2,1,1,2,1
20205511,2,1,1,2,1
20205512,2,6,1,5,1
20205513,7,3,1,5,1
20205514,6,0,1,5,1
20205515,3,2,0,5,1
20205516,2,0,1,5,1
20205517,5,0,1,6,1
20205518,2,0,1,5,1
20205519,2,0,1,2,1
20205520,2,0,1,2,1
20205521,2,0,0,2,1
20205522,4,0,1,5,1
20205523,5,0,1,1,1
20205524,2,1,1,2,1
20205525,3,1,1,5,1
20205526,5,3,0,5,1
20205527,4,0,1,5,1
20205528,5,0,0,1,1
20205529,1,0,1,5,1
20205530,2,0,1,2,1
20205531,2,0,1,2,1
20205532,2,0,1,6,1
20205533,5,1,1,1,1
20205534,2,0,1,1,1
20205535,2,0,1,5,1
20205536,2,0,1,6,1
20205537,4,2,1,1,1
20205538,2,0,0,5,1
20205539,2,0,1,1,1
20205540,2,0,1,1,1
20205541,4,1,1,1,1
20205542,2,0,1,6,1
20205543,4,2,1,1,1
20205544,3,1,1,2,1
20205545,2,0,1,1,1
20205546,3,0,1,5,1
20205547,2,2,1,1,1
20205548,2,0,1,2,1
20205549,7,3,1,5,1
20205550,3,0,1,2,1
20205551,2,0,1,5,1
20205552,5,2,1,2,1
20205553,1,0,1,6,1
20205554,1,0,1,1,1
20205555,3,0,1,2,1
20205556,2,0,1,5,1
20205557,2,0,1,2,1
20205558,4,0,1,5,1
20205559,6,2,1,5,1
20205560,6,0,1,5,1
20205561,2,1,1,5,1
20205562,6,2,1,5,1
20205563,2,0,1,5,1
20205564,2,0,1,2,1
20205565,4,2,1,2,1
20205566,3,1,1,2,1
20205567,2,1,0,2,1
20205568,4,0,1,5,1
20205569,4,0,1,2,1
20205570,2,0,1,1,1
20205571,1,0,1,1,1
20205572,2,0,1,6,1
20205573,6,3,1,6,1
20205574,1,0,1,6,1
20205575,2,2,0,5,1
20205576,5,1,1,2,1
20205577,2,0,1,2,1
20205578,6,4,1,2,1
20205579,3,0,1,2,1
20205580,2,0,1,2,1
20205581,2,0,1,6,1
20205582,3,0,1,5,1
20205583,3,0,0,1,1
20205584,2,0,1,1,1
20205585,4,0,1,6,1
20205586,2,1,1,2,1
20205587,6,3,0,5,1
20205588,7,0,1,5,1
20205589,1,0,1,6,1
20205590,2,0,1,6,1
20205591,6,2,1,5,1
20205592,2,0,1,5,1
20205593,5,2,1,5,1
20205594,4,2,1,1,1
20205595,7,0,1,5,1
20205596,2,0,1,2,1
20205597,2,0,1,5,1
20205598,7,7,0,1,1
20205599,3,1,1,5,1
20205600,4,2,1,1,1
20205601,7,2,1,5,1
20205602,6,0,1,6,1
20205603,5,3,1,5,1
20205604,3,1,1,6,1
20205605,4,2,1,2,1
20205606,4,0,1,5,1
20205607,3,0,1,5,1
20205608,5,3,1,1,1
20205609,1,2,1,2,1
20205610,5,2,1,2,1
20205611,1,0,1,2,1
20205612,3,1,1,5,1
20205613,1,2,1,2,1
20205614,4,2,1,2,1
20205615,3,1,1,2,1
20205616,3,0,1,5,1
20205617,2,0,1,2,1
20205618,6,3,1,2,1
20205619,7,0,1,5,1
20205620,4,1,1,5,1
20205621,4,0,1,5,1
20205622,3,0,1,5,1
20205623,6,0,1,5,1
20205624,2,0,0,2,1
20205625,5,2,1,5,1
20205626,2,0,1,2,1
20205627,4,0,1,5,1
20205628,2,0,1,5,1
20205629,4,1,1,2,1
20205630,4,2,1,1,1
20205631,1,0,1,2,1
20205632,2,0,1,2,1
20205633,1,0,0,2,1
20205634,7,4,1,2,1
20205635,1,0,1,1,1
20205636,1,0,1,1,1
20205637,4,2,1,2,1
20205638,4,1,1,1,1
20205639,2,1,1,5,1
20205640,4,1,1,5,1
20205641,2,0,1,2,1
20205642,3,1,1,6,1
20205643,2,0,1,2,1
20205644,2,0,1,1,1
20205645,2,0,1,2,1
20205646,2,0,1,2,1
20205647,4,0,1,1,1
20205648,3,1,1,2,1
20205649,1,1,1,2,1
20205650,2,0,1,2,1
20205651,2,0,1,6,1
20205652,1,0,1,2,1
20205653,4,2,0,1,1
20205654,2,0,1,2,1
20205655,3,1,1,6,1
20205656,2,0,1,5,1
20205657,3,0,1,1,1
20205658,2,0,1,2,1
20205659,2,0,1,2,1
20205660,3,1,1,6,1
20205661,4,2,1,2,1
20205662,4,2,1,2,1
20205663,3,0,1,2,1
20205664,3,0,1,2,1
20205665,2,0,0,1,1
20205666,2,0,1,2,1
20205667,7,2,1,5,1
20205668,2,0,1,1,1
20205669,3,1,1,5,1
20205670,3,1,1,6,1
20205671,4,2,1,1,1
20205672,2,0,1,5,1
20205673,4,3,1,5,1
20205674,4,0,1,5,1
20205675,2,0,1,5,1
20205676,4,2,0,2,1
20205677,4,2,1,6,1
20205678,4,2,1,5,1
20205679,5,3,1,5,1
20205680,2,0,1,1,1
20205681,4,2,1,2,1
20205682,1,0,1,5,1
20205683,1,0,1,1,1
20205684,2,0,1,1,1
20205685,1,0,1,6,1
20205686,2,0,1,1,1
20205687,1,0,1,2,1
