AGE,ENROLL,ESR,HOURS,HHID
85,1,6,0,1486
65,1,6,0,1486
48,1,6,0,1487
18,2,6,15,1487
59,1,1,40,1488
50,1,1,40,1488
30,2,1,30,1489
9,2,0,0,1489
7,2,0,0,1489
5,2,0,0,1489
61,1,1,45,1490
61,1,1,40,1490
17,2,6,0,1490
52,1,1,34,1491
92,1,6,0,1492
82,1,6,0,1492
50,1,6,0,1492
48,1,1,60,1493
62,1,6,0,1494
38,1,1,15,1494
17,2,6,0,1494
16,2,6,0,1494
12,2,0,0,1494
28,1,1,42,1495
27,1,6,0,1495
4,2,0,0,1495
2,0,0,0,1495
78,1,6,0,1496
63,1,6,0,1497
54,1,6,0,1497
43,1,1,32,1497
64,1,6,0,1498
63,1,6,0,1498
41,1,1,40,1499
60,1,1,40,1500
57,1,1,40,1500
60,1,6,0,1501
55,1,6,0,1501
59,1,6,0,1502
53,1,1,50,1502
31,1,1,40,1503
8,2,0,0,1503
7,2,0,0,1503
21,2,6,0,1504
83,1,6,0,1505
78,1,6,0,1505
50,1,1,40,1505
84,1,6,0,1506
80,1,6,0,1507
60,2,1,45,1507
58,2,3,0,1507
29,1,6,0,1507
66,1,6,0,1508
60,1,6,40,1508
48,1,1,40,1509
80,1,6,0,1510
73,1,6,0,1510
79,1,6,0,1511
61,1,6,0,1511
36,1,6,40,1512
29,1,1,40,1512
82,1,6,0,1513
82,1,6,0,1513
34,1,1,38,1514
31,1,1,38,1514
59,1,6,0,1515
57,1,1,30,1516
42,1,1,40,1517
34,1,1,50,1517
15,2,0,0,1517
5,2,0,0,1517
84,1,6,0,1518
81,1,6,0,1518
76,1,6,0,1519
71,1,6,0,1519
83,1,6,0,1520
66,1,1,40,1521
57,1,1,40,1521
66,1,1,31,1522
65,1,6,0,1522
20,2,6,0,1522
66,1,1,40,1523
42,1,1,40,1523
66,1,6,0,1524
64,1,6,0,1524
87,1,6,0,1525
83,1,6,0,1525
56,1,1,60,1526
55,1,1,60,1526
69,1,1,32,1527
67,1,1,40,1527
55,1,1,20,1528
82,1,6,0,1529
82,1,6,0,1529
72,1,6,0,1530
67,1,6,0,1530
76,1,6,0,1531
53,1,1,40,1532
43,1,1,32,1532
12,2,0,0,1532
10,2,0,0,1532
0,0,0,0,1532
45,1,1,45,1533
44,1,6,0,1533
18,2,6,0,1533
13,2,0,0,1533
40,1,1,40,1534
38,2,6,0,1534
10,2,0,0,1534
1,0,0,0,1534
58,1,1,40,1535
55,1,1,40,1535
42,1,1,40,1536
29,1,3,0,1536
16,2,6,0,1536
11,2,0,0,1536
9,2,0,0,1536
72,1,6,0,1537
55,1,6,0,1538
55,1,6,0,1538
85,1,6,0,1539
47,3,1,45,1540
45,1,6,15,1540
65,1,1,30,1541
60,1,1,78,1541
55,1,1,35,1541
75,1,6,0,1542
73,1,1,40,1542
68,1,6,0,1543
68,1,6,0,1544
77,1,6,0,1545
56,1,1,30,1545
56,1,6,0,1545
59,1,1,50,1546
53,1,1,35,1547
59,1,6,0,1548
13,2,0,0,1548
9,2,0,0,1548
43,1,1,40,1549
38,1,6,0,1549
6,2,0,0,1549
4,3,0,0,1549
80,1,6,0,1550
82,1,6,0,1551
64,1,1,40,1551
58,1,1,40,1551
80,1,1,37,1552
49,1,1,55,1553
45,1,1,40,1553
18,2,6,0,1553
13,2,0,0,1553
61,1,6,30,1554
58,1,6,0,1554
66,1,6,0,1555
55,1,1,40,1555
55,1,6,0,1556
41,1,6,0,1556
67,1,6,0,1557
70,1,6,0,1558
69,1,6,0,1558
36,1,6,0,1559
31,1,1,40,1559
6,2,0,0,1559
4,1,0,0,1559
4,1,0,0,1559
32,1,1,30,1560
31,1,6,0,1560
10,2,0,0,1560
7,2,0,0,1560
7,2,0,0,1560
5,2,0,0,1560
49,1,1,50,1561
43,1,1,40,1562
42,1,1,38,1562
72,1,6,0,1563
59,1,1,40,1563
57,1,1,50,1564
78,1,6,0,1565
69,1,6,0,1565
79,1,6,0,1566
57,1,2,30,1566
81,1,6,0,1567
58,3,3,16,1568
55,1,6,0,1568
49,1,3,58,1569
45,1,1,40,1569
92,1,6,0,1570
34,1,2,32,1571
32,1,1,50,1571
3,2,0,0,1571
0,0,0,0,1571
73,1,6,0,1572
60,1,6,0,1573
30,1,1,12,1574
30,1,1,40,1574
53,1,3,17,1575
53,1,1,40,1575
12,2,0,0,1575
53,1,1,40,1576
49,1,1,40,1576
70,1,6,0,1577
52,1,1,60,1578
44,1,1,30,1578
6,2,0,0,1578
61,1,1,50,1579
61,1,1,40,1579
47,1,1,40,1580
29,1,1,40,1580
17,2,6,0,1580
21,3,1,20,1581
67,1,6,0,1582
74,1,6,0,1583
82,1,6,0,1584
80,1,6,0,1585
72,1,6,0,1585
66,1,6,0,1586
62,1,6,0,1586
33,2,1,45,1587
33,1,1,40,1587
11,2,0,0,1587
0,0,0,0,1587
50,1,1,66,1588
28,1,3,10,1588
79,1,6,0,1589
75,1,6,0,1589
65,1,6,0,1590
28,2,6,10,1591
24,1,1,45,1591
35,1,1,45,1592
13,2,0,0,1592
10,2,0,0,1592
66,1,6,0,1593
65,1,1,40,1593
80,1,6,0,1594
60,1,1,35,1595
60,1,6,0,1595
37,1,1,40,1596
17,2,6,0,1596
11,2,0,0,1596
76,1,1,30,1597
75,1,1,9,1597
68,1,6,0,1598
42,1,6,0,1598
42,1,1,30,1599
23,1,1,40,1599
12,2,0,0,1599
66,1,1,40,1600
60,1,1,24,1600
78,1,6,0,1601
68,1,3,60,1602
77,1,6,0,1603
66,1,6,24,1604
58,1,1,40,1605
37,1,6,0,1605
37,1,1,40,1605
66,1,6,0,1606
66,1,6,0,1606
73,1,6,0,1607
71,1,6,0,1607
43,1,1,40,1608
39,1,1,40,1608
16,2,6,0,1608
92,1,6,0,1609
83,1,6,0,1609
53,1,1,50,1610
51,1,6,0,1610
57,1,1,40,1611
55,2,1,37,1611
55,1,1,48,1612
54,1,1,45,1612
59,1,6,0,1613
58,1,6,0,1613
27,1,6,0,1613
58,1,3,0,1614
49,1,1,40,1614
24,1,1,60,1615
57,1,1,20,1616
85,1,6,0,1617
60,1,1,40,1618
58,1,1,44,1618
63,1,6,22,1619
31,1,1,35,1619
11,2,0,0,1619
63,1,6,0,1620
59,1,6,36,1620
43,1,6,0,1621
38,1,1,40,1621
17,2,6,0,1621
16,2,6,0,1621
12,2,0,0,1621
64,1,1,40,1622
53,1,6,0,1622
16,2,6,0,1622
15,3,0,0,1622
9,2,0,0,1622
35,2,1,40,1623
32,3,1,36,1623
32,1,1,30,1623
3,1,0,0,1623
40,1,1,40,1624
39,1,1,24,1624
16,2,6,0,1624
9,2,0,0,1624
6,2,0,0,1624
57,1,6,20,1625
77,1,6,0,1626
58,1,1,40,1627
27,1,1,40,1627
64,1,6,0,1628
64,1,6,0,1628
64,1,1,20,1629
62,1,6,0,1629
71,1,1,40,1630
65,1,1,50,1630
62,1,6,0,1631
74,1,1,55,1632
48,2,1,12,1632
77,1,6,0,1633
66,1,6,0,1633
52,1,1,40,1633
52,1,1,50,1633
82,1,6,0,1634
63,1,1,30,1635
53,1,1,30,1635
11,2,0,0,1635
11,2,0,0,1635
32,1,6,0,1636
29,2,1,40,1636
14,2,0,0,1636
10,2,0,0,1636
5,1,0,0,1636
0,0,0,0,1636
79,1,1,20,1637
77,1,6,0,1637
63,1,6,0,1638
40,1,1,38,1639
15,2,0,0,1639
9,2,0,0,1639
3,3,0,0,1639
71,1,6,0,1640
49,1,1,50,1641
17,2,6,20,1641
16,2,6,20,1641
47,1,1,45,1642
44,1,1,45,1642
17,2,6,0,1642
78,1,6,0,1643
76,1,6,0,1643
68,1,6,0,1644
68,1,6,0,1644
61,1,1,65,1645
61,1,6,0,1645
85,1,6,0,1646
34,2,1,50,1647
31,2,1,40,1647
82,1,6,0,1648
74,1,6,0,1648
72,1,6,0,1649
48,1,3,0,1649
87,1,6,0,1650
41,1,1,4,1651
71,1,6,0,1652
58,1,1,40,1652
85,1,6,0,1653
39,1,1,30,1654
31,2,6,0,1654
11,2,0,0,1654
7,2,0,0,1654
2,0,0,0,1654
53,1,6,0,1655
52,1,6,0,1655
58,1,1,50,1656
28,1,1,40,1656
48,1,1,60,1657
18,2,3,25,1657
17,2,6,0,1657
53,1,1,40,1658
49,1,6,0,1659
45,1,1,45,1660
42,1,1,45,1660
73,1,6,0,1661
70,1,6,0,1661
52,1,1,15,1662
50,1,1,50,1662
24,1,1,40,1662
83,1,6,0,1663
67,1,1,20,1664
65,1,6,0,1664
60,1,6,3,1665
48,1,1,40,1665
49,1,6,0,1666
38,1,1,40,1667
38,1,6,0,1667
19,2,1,6,1667
19,1,6,0,1667
14,2,0,0,1667
14,2,0,0,1667
13,2,0,0,1667
11,2,0,0,1667
6,2,0,0,1667
3,1,0,0,1667
23,1,1,50,1668
23,1,1,40,1668
5,2,0,0,1668
1,0,0,0,1668
34,1,1,55,1669
26,1,1,35,1669
3,1,0,0,1669
50,1,1,24,1670
48,1,1,55,1670
14,3,0,0,1670
13,3,0,0,1670
53,1,3,25,1671
51,1,3,40,1671
77,1,6,0,1672
75,1,6,0,1672
77,1,6,0,1673
35,1,1,40,1674
27,1,1,40,1674
15,2,0,0,1674
12,2,0,0,1674
1,0,0,0,1674
67,1,6,0,1675
66,1,1,40,1675
35,1,1,80,1676
33,1,1,76,1676
42,1,1,40,1677
31,1,1,40,1677
10,2,0,0,1677
7,2,0,0,1677
82,1,6,0,1678
52,1,1,40,1679
15,2,0,0,1679
13,2,0,0,1679
48,1,1,48,1680
43,1,1,52,1680
12,2,0,0,1680
12,2,0,0,1680
9,2,0,0,1680
55,1,1,40,1681
54,1,1,14,1681
92,1,6,0,1682
79,1,6,0,1682
57,1,1,35,1682
27,1,1,45,1683
26,2,1,40,1683
70,1,6,10,1684
46,1,1,40,1685
45,1,1,40,1685
16,2,6,0,1685
13,2,0,0,1685
60,1,1,40,1686
51,1,1,50,1687
43,1,6,0,1687
16,2,6,0,1687
74,1,6,0,1688
84,1,6,0,1689
76,1,6,0,1689
69,1,1,24,1690
49,1,6,0,1691
48,1,1,40,1691
14,2,0,0,1691
83,1,6,0,1692
56,1,1,16,1693
54,1,1,30,1693
56,1,1,40,1694
18,2,1,20,1694
72,1,6,0,1695
44,3,1,30,1696
38,3,6,10,1696
15,2,0,0,1696
13,2,0,0,1696
7,2,0,0,1696
6,2,0,0,1696
75,1,6,0,1697
71,1,6,0,1697
49,1,1,40,1697
8,3,0,0,1697
54,1,1,40,1698
21,1,1,15,1698
56,1,1,45,1699
33,1,4,40,1700
31,2,6,0,1700
9,2,0,0,1700
53,1,6,40,1701
82,1,6,0,1702
82,1,6,0,1702
68,1,6,0,1703
59,1,6,36,1704
38,1,6,0,1705
35,1,1,50,1705
13,2,0,0,1705
9,2,0,0,1705
5,1,0,0,1705
53,1,1,32,1706
85,1,6,0,1707
80,1,6,0,1707
50,1,1,44,1708
44,1,1,40,1708
15,2,0,0,1708
13,2,0,0,1708
25,1,6,0,1709
47,2,6,0,1710
32,1,6,0,1710
29,1,1,40,1710
8,2,0,0,1710
4,3,0,0,1710
67,1,1,40,1711
61,1,6,0,1711
71,1,6,0,1712
70,1,1,10,1712
47,2,1,16,1713
64,1,1,6,1714
63,1,6,0,1714
32,1,2,25,1715
30,1,1,36,1715
19,1,6,0,1715
75,1,6,0,1716
55,1,1,40,1717
68,1,1,8,1718
34,1,1,40,1719
33,1,1,36,1719
3,1,0,0,1719
1,0,0,0,1719
67,1,6,0,1720
61,1,1,40,1720
67,1,6,0,1721
66,1,6,0,1721
51,1,3,40,1722
45,1,1,40,1722
21,1,1,40,1722
7,2,0,0,1722
58,1,1,80,1723
31,2,6,0,1724
25,2,6,0,1724
29,1,2,40,1725
25,1,3,0,1725
5,1,0,0,1725
4,2,0,0,1725
56,1,1,40,1726
55,1,1,55,1726
69,1,6,0,1727
62,1,1,40,1728
54,1,1,40,1728
58,1,1,40,1729
57,1,1,40,1729
58,1,6,5,1730
33,3,6,1,1730
72,1,6,0,1731
60,1,1,40,1732
79,1,6,0,1733
69,1,6,0,1733
61,1,6,0,1734
78,1,6,0,1735
20,2,1,20,1736
20,2,3,40,1736
19,2,1,15,1736
37,1,1,35,1737
34,1,1,35,1737
8,2,0,0,1737
56,1,6,0,1738
48,1,1,25,1738
80,1,6,0,1739
78,1,6,0,1739
53,1,1,40,1740
20,2,1,25,1740
65,1,6,0,1741
61,1,1,35,1741
65,1,6,0,1742
61,1,1,30,1742
79,1,6,0,1743
76,1,6,0,1743
80,1,6,0,1744
74,1,6,0,1744
36,1,1,30,1745
30,1,1,32,1745
79,1,6,0,1746
53,1,1,40,1747
51,1,1,40,1748
44,1,1,40,1748
26,1,1,40,1748
26,1,1,40,1748
46,1,1,50,1749
41,1,3,32,1749
51,1,1,60,1750
50,1,1,40,1750
76,1,6,0,1751
59,1,6,0,1751
63,1,6,0,1752
60,1,6,0,1752
66,1,6,0,1753
60,1,1,40,1753
28,1,1,50,1753
25,2,1,35,1753
68,1,6,0,1754
67,1,6,0,1754
32,1,1,40,1755
24,1,1,41,1756
92,1,6,0,1757
63,1,1,40,1757
46,1,6,0,1758
46,1,1,60,1758
44,1,6,0,1759
26,1,1,40,1759
24,2,3,40,1759
3,2,0,0,1759
56,1,3,0,1760
54,1,1,40,1760
64,1,1,40,1761
57,1,3,0,1761
19,2,6,20,1761
39,1,1,37,1762
53,1,1,60,1763
53,1,6,0,1763
68,1,1,50,1764
68,1,1,40,1764
43,1,1,40,1765
42,1,3,40,1765
20,1,6,0,1765
52,1,1,40,1766
23,1,1,40,1766
21,1,1,60,1766
83,1,6,0,1767
49,1,1,40,1767
85,1,6,0,1768
61,1,1,40,1769
57,1,1,40,1769
53,1,6,0,1770
64,1,6,0,1771
44,1,6,0,1771
13,2,0,0,1771
11,2,0,0,1771
4,1,0,0,1771
74,1,6,0,1772
43,1,3,45,1773
36,1,6,0,1773
14,2,0,0,1773
12,2,0,0,1773
76,1,6,0,1774
63,1,6,0,1774
42,1,1,38,1774
30,1,1,55,1774
24,1,1,38,1774
10,2,0,0,1774
6,2,0,0,1774
4,1,0,0,1774
30,1,1,80,1775
28,1,1,40,1775
19,2,1,25,1775
68,1,1,20,1776
63,1,6,0,1776
74,1,6,0,1777
66,1,6,0,1777
42,1,3,0,1777
92,1,6,0,1778
67,1,6,0,1779
51,1,6,0,1780
58,3,1,50,1781
53,1,1,50,1781
52,1,1,45,1782
44,1,1,30,1782
14,2,0,0,1782
13,3,0,0,1782
42,1,1,40,1783
8,2,0,0,1783
6,2,0,0,1783
86,1,6,0,1784
67,1,1,35,1785
60,1,6,0,1786
59,1,6,0,1786
46,1,1,40,1787
45,1,1,40,1787
19,2,1,15,1787
15,2,0,0,1787
52,1,1,40,1788
50,1,1,45,1788
23,1,1,40,1788
19,2,3,0,1788
60,1,1,30,1789
59,1,1,40,1789
63,1,6,0,1790
54,1,1,25,1790
33,1,1,40,1791
31,1,1,40,1791
80,1,6,0,1792
74,1,6,0,1792
69,1,6,0,1793
53,1,1,55,1793
49,1,1,33,1793
27,2,1,40,1794
77,1,6,0,1795
56,1,1,50,1796
48,1,1,40,1796
18,2,6,0,1796
57,1,6,0,1797
53,1,1,40,1797
62,1,1,40,1798
56,1,1,40,1798
50,1,1,40,1799
22,1,1,40,1800
22,1,1,40,1800
66,1,6,0,1801
56,1,6,0,1801
46,1,1,40,1802
23,1,3,20,1802
69,1,6,0,1803
65,1,6,0,1803
61,1,1,40,1804
35,1,6,0,1804
32,1,1,40,1805
67,1,1,40,1806
63,2,1,45,1806
32,1,3,40,1806
92,1,6,0,1807
58,1,2,38,1807
49,1,1,55,1808
45,1,1,40,1808
61,1,1,40,1809
59,1,1,50,1809
65,1,6,0,1810
62,1,6,0,1811
76,1,6,0,1812
70,1,6,0,1812
52,1,6,0,1813
74,1,3,0,1814
64,1,6,0,1814
64,1,6,0,1815
63,1,6,0,1815
65,1,6,0,1816
62,1,6,0,1816
64,1,6,0,1817
22,1,6,0,1817
19,1,6,0,1817
14,2,0,0,1817
35,1,1,35,1818
64,1,6,40,1819
63,1,1,25,1819
74,1,6,0,1820
69,1,6,0,1820
83,1,6,0,1821
69,1,6,0,1822
65,1,1,15,1822
71,1,1,24,1823
63,1,1,40,1823
62,1,6,0,1824
50,1,1,40,1824
57,1,1,50,1825
73,1,1,37,1826
66,1,1,40,1826
53,1,6,0,1827
52,2,1,40,1827
30,1,1,40,1827
22,1,6,0,1827
4,2,0,0,1827
3,1,0,0,1827
0,0,0,0,1827
44,1,6,0,1828
44,1,6,0,1828
25,1,1,40,1828
22,2,1,20,1828
73,1,6,0,1829
58,1,6,0,1829
23,2,1,20,1830
21,2,1,20,1830
63,1,1,30,1831
74,1,6,0,1832
53,1,6,0,1832
48,1,1,40,1833
44,3,1,36,1833
60,1,1,36,1834
43,1,1,32,1834
44,1,1,40,1835
69,1,1,10,1836
69,1,6,0,1836
11,3,0,0,1836
80,1,6,0,1837
76,1,6,0,1837
77,1,6,0,1838
53,1,1,40,1839
47,1,1,48,1839
15,2,0,0,1839
8,2,0,0,1839
34,1,1,48,1840
32,1,1,46,1840
5,3,0,0,1840
3,3,0,0,1840
74,1,6,0,1841
68,1,6,0,1841
85,1,6,0,1842
60,1,6,0,1843
55,1,1,50,1843
22,2,6,0,1843
20,2,2,20,1843
5,2,0,0,1843
74,1,6,0,1844
72,1,6,0,1844
71,1,6,0,1845
68,1,6,0,1845
71,1,6,0,1846
71,1,6,40,1846
74,1,6,0,1847
71,1,6,0,1847
81,1,6,0,1848
63,2,1,25,1848
46,1,6,0,1848
45,1,3,40,1848
10,3,0,0,1848
56,1,6,0,1849
54,1,1,40,1849
61,1,1,50,1850
57,1,1,20,1850
74,1,6,0,1851
62,1,1,40,1851
37,3,1,40,1852
30,1,1,30,1852
10,2,0,0,1852
9,2,0,0,1852
6,2,0,0,1852
42,1,1,36,1853
23,1,3,40,1853
16,2,6,0,1853
7,2,0,0,1853
55,1,6,0,1854
54,1,1,45,1854
22,1,3,0,1854
17,2,6,0,1854
68,1,6,0,1855
61,1,6,20,1856
60,1,1,24,1856
66,1,6,0,1857
64,1,6,20,1857
71,1,6,0,1858
70,1,6,0,1858
83,1,6,0,1859
82,1,6,0,1859
76,1,6,0,1860
51,1,3,0,1860
37,1,1,43,1861
30,1,6,0,1861
8,2,0,0,1861
6,2,0,0,1861
29,2,1,45,1862
6,2,0,0,1862
79,1,6,10,1863
70,1,6,0,1863
66,2,6,0,1864
65,1,6,0,1864
59,1,6,50,1865
17,2,6,12,1865
40,1,2,40,1866
39,1,6,0,1866
14,3,0,0,1866
12,3,0,0,1866
12,3,0,0,1866
12,3,0,0,1866
6,2,0,0,1866
4,2,0,0,1866
53,1,6,0,1867
26,3,6,0,1867
92,1,6,0,1868
57,1,6,0,1869
56,1,1,32,1869
38,1,6,0,1870
36,2,1,40,1870
2,0,0,0,1870
0,0,0,0,1870
82,1,1,20,1871
76,1,1,30,1871
25,1,1,35,1872
25,1,1,50,1872
22,2,1,20,1872
50,1,1,48,1873
49,1,1,50,1873
63,1,1,40,1874
54,1,1,20,1874
52,1,1,24,1875
52,1,6,0,1875
47,1,1,40,1876
43,1,1,40,1876
6,2,0,0,1876
4,3,0,0,1876
4,3,0,0,1876
77,1,6,0,1877
76,1,6,0,1877
75,1,6,0,1878
86,1,6,0,1879
73,1,6,0,1880
66,1,6,1,1880
71,1,6,0,1881
69,1,6,0,1881
58,1,6,0,1882
56,1,1,50,1882
18,2,6,0,1882
16,3,6,0,1882
78,1,1,10,1883
77,1,6,0,1883
55,1,1,40,1884
53,1,1,32,1884
80,1,6,0,1885
77,1,6,0,1885
51,1,1,5,1886
50,1,1,28,1886
13,2,0,0,1886
4,1,0,0,1886
79,1,6,0,1887
78,1,6,0,1887
72,1,1,10,1888
67,1,6,0,1888
76,1,6,0,1889
52,1,1,54,1890
43,1,6,0,1890
11,2,0,0,1890
34,2,1,15,1891
34,1,1,40,1891
10,2,0,0,1891
8,2,0,0,1891
39,1,1,50,1892
37,1,1,50,1892
11,2,0,0,1892
7,2,0,0,1892
71,1,6,0,1893
66,1,6,0,1893
72,1,6,0,1894
62,1,6,0,1894
40,1,6,0,1894
47,1,1,40,1895
40,1,1,50,1895
13,2,0,0,1895
71,1,6,0,1896
42,1,1,40,1896
42,1,1,40,1896
2,0,0,0,1896
75,1,6,0,1897
70,1,6,0,1898
54,1,1,36,1898
17,2,6,14,1898
16,2,6,0,1898
68,1,1,20,1899
41,1,6,0,1899
64,1,1,40,1900
62,1,1,30,1900
60,1,1,50,1901
60,1,1,30,1901
24,2,1,40,1901
21,3,1,50,1901
20,1,1,40,1902
40,1,1,35,1903
30,1,6,20,1903
56,1,6,0,1904
38,1,3,0,1904
36,1,6,0,1904
42,2,1,50,1905
36,1,2,40,1905
1,0,0,0,1905
76,1,6,0,1906
68,1,6,0,1906
75,1,6,0,1907
65,1,6,0,1907
56,1,1,40,1908
50,1,1,40,1908
14,2,0,0,1908
39,2,1,40,1909
35,1,1,40,1909
2,0,0,0,1909
2,0,0,0,1909
76,1,1,30,1910
92,1,6,0,1911
78,1,6,0,1912
77,1,6,0,1912
26,1,1,80,1913
22,1,6,0,1913
6,2,0,0,1913
5,2,0,0,1913
3,1,0,0,1913
2,0,0,0,1913
53,1,6,10,1914
59,1,1,40,1915
59,1,1,40,1916
67,1,6,0,1917
65,1,6,0,1917
53,1,1,40,1918
77,1,6,0,1919
36,1,1,5,1920
34,1,1,40,1920
4,1,0,0,1920
1,0,0,0,1920
72,1,1,16,1921
71,1,6,40,1921
20,1,6,0,1921
52,1,1,40,1922
51,1,2,42,1922
67,1,6,0,1923
64,1,1,60,1924
51,1,1,60,1924
65,1,6,0,1925
62,1,6,0,1925
69,1,1,40,1926
67,1,1,48,1926
73,1,6,0,1927
32,1,3,0,1928
32,1,1,46,1928
7,2,0,0,1928
6,2,0,0,1928
22,1,1,40,1929
20,1,1,35,1929
65,1,6,0,1930
64,1,1,50,1930
69,1,3,0,1931
61,1,1,28,1932
54,1,1,40,1932
36,1,1,38,1933
35,1,1,40,1933
14,2,0,0,1933
3,1,0,0,1933
86,1,6,0,1934
80,1,6,0,1934
45,1,1,28,1935
41,1,6,0,1936
33,1,3,40,1936
20,1,1,30,1936
17,2,6,0,1936
10,2,0,0,1936
3,1,0,0,1936
59,1,6,0,1937
51,1,1,40,1938
49,1,1,40,1938
43,1,1,40,1939
42,1,3,40,1939
42,1,1,56,1940
33,1,1,40,1941
31,1,1,40,1941
11,2,0,0,1941
7,2,0,0,1941
44,3,1,40,1942
44,1,1,40,1942
16,2,1,40,1942
11,2,0,0,1942
2,0,0,0,1942
26,1,1,30,1943
26,1,1,50,1943
76,1,6,0,1944
58,1,1,50,1945
41,1,6,0,1945
16,2,6,20,1945
12,2,0,0,1945
56,1,1,40,1946
53,1,1,32,1946
19,1,3,0,1946
42,1,1,40,1947
41,1,1,24,1947
15,2,0,0,1947
13,2,0,0,1947
11,2,0,0,1947
62,1,1,45,1948
60,1,1,40,1948
39,1,1,50,1948
32,1,1,40,1948
4,3,0,0,1948
2,0,0,0,1948
86,1,6,0,1949
39,1,1,40,1950
38,1,1,40,1950
30,1,1,70,1951
38,1,1,32,1952
36,1,1,45,1952
18,2,3,0,1952
16,2,6,0,1952
13,2,0,0,1952
12,2,0,0,1952
62,1,1,50,1953
61,1,1,20,1953
48,1,1,40,1954
35,1,1,60,1954
72,1,6,0,1955
70,1,6,0,1955
72,1,6,0,1956
72,1,6,0,1956
36,1,1,40,1957
36,1,1,40,1957
14,2,0,0,1957
48,1,1,40,1958
26,2,1,32,1958
22,2,1,30,1958
10,2,0,0,1958
37,1,1,50,1959
35,1,2,24,1959
0,0,0,0,1959
48,1,1,36,1960
37,1,1,42,1960
44,1,1,50,1961
43,1,1,40,1962
43,1,1,40,1962
14,2,0,0,1962
72,1,6,0,1963
68,1,1,50,1963
66,1,6,0,1964
63,1,6,30,1964
62,1,1,12,1965
60,1,1,40,1965
46,1,1,35,1966
16,1,1,30,1966
52,1,1,40,1967
48,1,1,45,1967
84,1,6,0,1968
59,1,6,10,1969
57,1,1,50,1969
63,1,6,0,1970
62,1,6,0,1970
54,1,1,40,1971
5,2,0,0,1971
45,1,6,0,1972
43,1,1,45,1972
21,1,1,40,1972
19,2,6,0,1972
15,2,0,0,1972
14,2,0,0,1972
5,2,0,0,1972
46,1,1,40,1973
40,1,1,36,1973
82,1,6,0,1974
59,1,1,45,1974
58,1,1,40,1974
59,1,6,0,1975
70,1,6,0,1976
88,1,6,0,1977
58,1,1,40,1977
52,1,1,36,1977
54,1,3,0,1978
53,1,2,40,1978
56,1,1,40,1979
53,1,1,40,1980
52,1,1,40,1980
35,1,1,50,1981
34,1,1,55,1981
6,2,0,0,1981
66,1,1,50,1982
66,1,1,33,1982
63,1,6,0,1983
59,1,6,0,1983
55,1,1,40,1984
13,2,0,0,1984
11,2,0,0,1984
67,1,6,0,1985
33,1,1,17,1985
31,1,1,39,1985
30,1,1,40,1986
28,1,6,0,1986
5,2,0,0,1986
1,0,0,0,1986
73,1,1,40,1987
83,1,6,0,1988
44,1,1,40,1988
33,1,1,40,1988
52,1,1,40,1989
46,1,2,10,1989
24,2,1,32,1989
22,2,6,0,1989
3,1,0,0,1989
1,0,0,0,1989
25,1,1,40,1990
51,1,1,40,1991
39,1,1,45,1992
36,1,6,0,1992
15,2,0,0,1992
8,2,0,0,1992
79,1,6,0,1993
72,1,6,0,1994
61,1,1,40,1994
47,1,3,50,1995
42,1,1,48,1995
20,1,1,36,1995
16,2,6,0,1995
84,1,6,0,1996
83,1,6,0,1996
92,1,6,0,1997
42,1,1,40,1998
42,1,6,0,1998
7,2,0,0,1998
76,1,6,0,1999
58,1,1,40,1999
55,1,6,0,1999
47,1,1,40,1999
24,2,1,25,1999
23,1,6,0,1999
17,2,6,0,1999
50,1,6,50,2000
76,1,6,0,2001
34,1,1,40,2002
29,2,1,45,2002
50,1,1,18,2003
48,1,1,40,2003
11,2,0,0,2003
32,1,1,45,2004
29,1,1,45,2004
1,0,0,0,2004
44,1,1,36,2005
17,2,6,0,2005
14,2,0,0,2005
42,1,1,40,2006
30,1,6,0,2006
9,2,0,0,2006
8,2,0,0,2006
3,1,0,0,2006
2,0,0,0,2006
0,0,0,0,2006
80,1,6,0,2007
45,1,1,40,2008
42,1,1,32,2008
8,2,0,0,2008
47,1,6,0,2009
35,1,6,0,2009
48,1,1,55,2010
48,1,1,60,2010
16,2,6,0,2010
13,2,0,0,2010
67,1,6,0,2011
61,1,1,40,2011
59,1,6,0,2012
57,1,6,0,2012
29,1,1,40,2012
27,1,1,40,2013
27,2,1,25,2013
32,1,1,40,2014
62,1,1,30,2015
43,1,1,40,2015
6,3,0,0,2015
74,1,6,0,2016
72,1,6,0,2016
74,1,6,0,2017
72,1,6,0,2017
43,2,1,35,2018
40,2,1,30,2018
5,2,0,0,2018
39,1,1,50,2019
39,1,1,20,2019
18,2,6,0,2019
17,2,3,0,2019
56,1,1,50,2020
51,1,1,40,2020
50,1,1,50,2021
62,1,3,0,2022
61,1,6,0,2022
26,1,6,0,2022
24,1,3,20,2022
71,1,6,0,2023
57,1,1,30,2024
54,1,1,45,2025
65,1,1,50,2026
52,1,6,45,2026
72,1,6,8,2027
70,1,6,0,2027
71,1,6,0,2028
40,1,1,40,2029
37,1,1,50,2030
36,1,6,0,2030
13,2,0,0,2030
12,2,0,0,2030
9,2,0,0,2030
7,2,0,0,2030
1,0,0,0,2030
60,1,3,0,2031
81,1,6,0,2032
79,1,6,0,2032
67,1,6,75,2033
63,1,6,0,2033
65,1,6,0,2034
77,1,6,0,2035
50,1,1,10,2035
57,1,6,0,2036
18,1,3,32,2036
