AGE,ENROLL,ESR,HOURS,HHID
48,1,1,30,243
15,2,0,0,243
29,1,1,42,244
65,1,6,0,245
65,1,6,0,245
55,1,1,24,246
57,1,6,0,247
30,1,1,40,247
21,2,1,30,247
18,2,1,58,247
48,1,1,40,248
68,1,6,0,249
67,1,6,0,249
46,1,3,0,249
34,1,1,40,250
32,1,6,0,250
5,2,0,0,250
2,0,0,0,250
48,1,1,35,251
18,2,6,20,251
14,2,0,0,251
60,1,1,35,252
58,1,6,0,252
32,1,1,40,253
29,1,1,40,253
12,2,0,0,253
7,2,0,0,253
5,1,0,0,253
56,1,6,0,254
56,1,6,0,254
16,2,6,0,254
66,1,6,0,255
65,1,1,30,255
72,1,6,0,256
40,1,1,40,257
35,1,1,40,257
16,2,6,0,257
51,1,1,40,258
41,1,6,0,258
13,2,0,0,258
10,2,0,0,258
45,1,1,40,259
53,1,1,40,260
43,1,6,0,260
54,1,1,40,261
43,1,1,40,262
42,1,1,56,262
14,2,0,0,262
61,1,1,40,263
58,2,1,50,263
57,1,1,60,264
57,1,6,0,264
65,1,1,50,265
64,1,6,4,265
91,1,6,0,266
85,1,6,0,266
62,1,3,40,267
50,1,6,0,267
49,1,1,32,268
45,1,1,40,268
91,1,6,0,269
74,1,6,0,270
48,1,1,12,270
64,1,1,37,271
58,1,6,0,271
65,1,6,0,272
61,1,1,30,272
84,1,6,0,273
70,1,6,0,274
69,1,1,17,274
35,1,1,50,275
35,1,1,45,275
49,1,1,40,276
43,1,1,40,276
19,1,1,40,276
52,1,6,20,277
51,2,1,45,277
18,2,1,40,277
18,1,1,32,277
55,1,1,55,278
55,1,1,56,278
76,1,6,0,279
72,1,6,0,279
56,1,1,40,280
51,1,1,18,280
61,1,1,40,281
56,1,6,24,281
43,1,1,22,282
59,1,1,36,283
58,1,6,0,283
23,2,1,20,283
16,2,3,0,283
70,1,6,0,284
63,1,6,0,284
55,1,1,25,285
48,1,1,30,285
16,2,6,0,285
14,2,0,0,285
61,1,1,40,286
61,1,6,0,286
66,1,1,40,287
65,1,6,0,287
59,1,6,0,288
57,1,4,50,288
69,1,6,0,289
64,1,6,0,289
77,1,1,2,290
74,1,6,0,290
70,1,1,30,291
64,1,1,20,291
55,1,1,55,292
55,1,1,40,292
23,1,1,40,292
19,2,1,20,292
57,1,1,40,293
49,1,1,40,293
19,1,6,0,293
47,1,1,40,294
43,1,1,40,294
8,2,0,0,294
63,1,1,40,295
62,1,6,0,295
45,1,1,40,296
39,1,1,40,296
17,2,6,35,296
15,2,0,0,296
15,2,0,0,296
68,1,6,0,297
68,1,6,0,297
75,1,6,0,298
75,1,6,0,298
61,1,6,0,298
57,1,3,0,299
36,1,1,40,300
76,1,1,24,301
73,1,1,10,301
33,1,3,12,302
64,1,1,40,303
59,1,1,35,303
74,1,1,18,304
67,1,6,0,304
78,1,1,30,305
62,1,1,40,305
50,1,1,45,306
50,1,1,32,306
53,1,1,40,307
82,1,6,0,308
74,1,6,0,309
65,1,6,0,309
75,1,6,0,310
67,1,6,0,310
43,1,1,60,311
77,1,6,0,312
73,1,6,0,312
66,1,1,40,313
60,1,6,40,313
22,2,6,7,313
19,2,6,0,313
29,1,1,40,314
27,1,1,30,314
11,2,0,0,314
5,2,0,0,314
87,1,6,0,315
37,1,1,45,316
78,1,6,0,317
77,1,6,0,317
45,1,1,40,318
43,1,1,40,318
75,1,6,0,319
72,1,6,0,319
59,1,1,34,320
22,2,1,17,320
22,2,6,0,320
42,1,1,25,321
42,1,1,50,321
51,1,1,36,322
46,1,1,40,322
19,2,1,15,322
35,2,1,45,323
32,1,1,40,323
4,2,0,0,323
68,1,6,0,324
61,1,6,0,324
62,1,6,0,325
56,1,3,0,325
74,1,1,40,326
72,1,6,0,326
80,1,6,0,327
65,1,1,24,328
64,1,1,20,328
59,1,1,50,329
64,1,6,0,330
67,1,1,40,331
65,1,6,0,331
37,1,1,40,331
55,1,1,30,332
53,1,1,40,333
52,1,1,40,333
59,1,1,35,334
47,1,3,0,335
17,2,3,0,335
7,2,0,0,335
37,2,1,40,336
21,2,3,30,336
8,2,0,0,336
5,2,0,0,336
26,1,1,40,337
75,1,6,0,338
81,1,6,0,339
45,1,3,0,339
44,1,1,36,339
13,2,0,0,339
5,2,0,0,339
2,0,0,0,339
58,1,6,0,340
48,1,1,40,340
69,1,6,0,341
55,2,1,50,342
51,1,6,1,342
69,1,6,0,343
74,1,6,0,344
52,1,6,0,344
64,1,6,0,345
62,1,6,0,345
63,1,6,0,346
59,1,1,45,346
46,1,3,40,347
42,1,6,20,347
6,2,0,0,347
3,1,0,0,347
0,0,0,0,347
59,1,1,32,348
49,1,1,40,348
42,1,1,40,349
42,1,1,40,349
15,2,0,0,349
46,1,1,42,350
41,1,1,50,350
44,1,6,0,351
41,2,1,40,351
21,1,6,0,351
1,0,0,0,351
79,1,6,0,352
76,1,6,0,352
33,1,1,40,353
4,3,0,0,353
65,1,6,0,354
62,1,1,40,354
52,1,3,40,355
49,1,1,40,355
30,2,1,40,356
29,2,6,40,356
70,1,6,0,357
65,1,6,0,357
62,1,6,0,358
34,1,1,36,358
33,1,1,40,358
3,1,0,0,358
65,1,6,0,359
15,2,0,0,359
58,1,1,25,360
68,1,6,0,361
50,1,1,60,361
70,1,1,40,362
65,1,6,0,362
67,1,6,0,363
74,1,1,24,364
71,1,6,0,364
62,1,6,0,365
62,1,6,0,365
72,1,6,0,366
64,1,1,50,366
37,1,3,40,366
73,1,1,3,367
64,1,1,32,368
62,1,3,0,368
50,1,1,40,369
49,1,1,40,369
56,1,6,0,370
56,1,1,70,370
71,1,6,35,371
69,1,6,0,371
66,1,6,0,372
66,1,6,0,372
48,1,6,0,373
31,1,1,36,373
28,2,1,36,373
69,1,6,0,374
60,1,1,30,374
45,1,1,48,375
40,1,1,28,375
14,2,0,0,375
8,2,0,0,375
3,1,0,0,375
47,1,1,36,376
39,1,1,63,377
34,1,6,35,377
10,2,0,0,377
7,2,0,0,377
3,3,0,0,377
57,1,6,0,378
51,1,1,25,378
24,1,6,0,378
40,1,1,40,379
19,2,1,15,380
71,1,3,32,381
66,1,3,0,381
49,1,1,40,382
40,1,1,40,382
6,2,0,0,382
4,3,0,0,382
69,1,6,0,383
44,1,3,40,384
30,1,6,0,384
77,1,6,0,385
76,1,6,0,385
60,1,1,40,386
57,1,6,14,386
22,2,6,0,386
51,1,1,40,387
48,1,1,40,387
17,2,6,0,387
11,2,0,0,387
68,1,6,0,388
49,1,1,40,388
46,1,1,25,388
12,2,0,0,388
66,1,1,40,389
65,1,1,32,389
30,1,1,40,390
29,1,1,40,390
11,2,0,0,390
9,2,0,0,390
6,2,0,0,390
63,1,1,30,391
63,1,1,40,392
57,1,1,40,392
53,1,1,39,393
16,2,6,0,393
60,1,1,10,394
57,1,1,38,395
4,1,0,0,395
33,1,1,40,396
30,1,1,35,396
6,2,0,0,396
63,1,1,8,397
15,2,0,0,397
54,1,1,37,398
50,1,1,40,398
75,1,6,0,399
71,1,6,0,399
83,1,6,24,400
41,1,1,40,401
35,1,1,40,402
62,1,1,40,403
72,1,6,0,404
66,1,6,0,404
79,1,1,45,405
78,1,6,0,405
66,1,1,40,406
73,1,6,0,407
80,1,6,14,408
81,1,6,0,409
55,2,1,20,409
53,1,3,40,409
49,1,1,40,410
39,1,3,40,410
21,1,6,30,410
14,2,0,0,410
13,2,0,0,410
69,1,1,48,411
66,1,1,8,411
83,1,6,0,412
82,1,6,0,412
61,1,6,0,412
60,1,6,0,412
27,1,3,35,413
35,1,1,40,414
34,1,1,40,414
8,3,0,0,414
5,3,0,0,414
43,1,1,40,415
42,1,3,0,415
15,2,0,0,415
68,1,1,50,416
67,1,6,0,416
66,1,6,0,417
62,1,6,0,417
55,1,6,0,417
67,1,1,6,418
64,1,1,40,418
77,1,6,0,419
70,1,6,0,420
69,1,6,0,420
59,1,1,48,421
16,2,1,8,421
31,1,1,40,422
24,2,1,40,422
4,1,0,0,422
29,1,1,40,423
28,1,1,45,423
76,1,1,24,424
67,1,6,0,424
59,1,1,40,425
59,1,1,45,425
43,1,1,24,426
43,1,1,25,426
13,2,0,0,426
11,2,0,0,426
7,2,0,0,426
32,1,1,40,427
29,2,1,40,427
3,2,0,0,427
77,1,6,0,428
75,1,6,0,428
71,1,6,0,429
71,1,1,20,429
40,2,1,40,430
61,1,1,45,431
61,1,1,40,431
68,1,6,0,432
43,1,1,45,433
45,1,1,40,434
37,1,6,0,434
16,2,6,0,434
70,1,1,35,435
65,1,6,24,436
62,1,1,40,436
36,1,1,55,437
33,1,1,40,437
3,3,0,0,437
1,0,0,0,437
46,1,6,0,438
77,1,6,0,439
50,1,1,30,439
50,1,1,48,439
43,1,1,40,440
42,1,1,40,440
16,2,6,0,440
52,1,1,50,441
61,1,1,40,442
34,1,1,50,442
31,1,1,30,442
5,2,0,0,442
62,1,1,29,443
80,1,6,0,444
75,1,6,0,444
60,1,1,65,445
23,3,6,0,445
73,1,6,0,446
59,1,6,24,446
19,2,1,15,446
49,1,1,50,447
16,2,2,16,447
14,2,0,0,447
10,2,0,0,447
73,1,6,0,448
66,1,6,0,448
31,1,6,0,449
13,2,0,0,449
9,2,0,0,449
5,2,0,0,449
3,1,0,0,449
59,1,6,0,450
57,1,6,20,450
45,1,1,20,451
45,1,1,40,451
75,1,6,0,452
69,1,1,40,452
54,1,3,0,453
49,1,1,30,453
6,2,0,0,453
38,1,1,40,454
35,1,1,40,454
14,2,0,0,454
11,2,0,0,454
10,2,0,0,454
5,2,0,0,454
61,1,1,40,455
53,1,3,0,455
33,1,6,0,456
33,1,1,60,456
8,2,0,0,456
6,2,0,0,456
4,2,0,0,456
0,0,0,0,456
70,1,6,0,457
69,1,6,0,457
41,1,1,40,458
35,1,1,40,458
18,2,1,20,458
9,2,0,0,458
65,1,6,0,459
64,1,6,0,459
35,1,1,55,460
30,1,1,55,460
70,1,6,0,461
69,1,6,0,461
75,1,6,0,462
50,1,3,0,462
44,1,3,40,463
43,1,6,40,463
5,2,0,0,463
3,2,0,0,463
68,1,6,0,464
63,1,6,0,465
61,1,1,50,465
39,1,1,55,466
38,1,1,60,466
17,2,6,0,466
0,0,0,0,466
91,1,6,0,467
64,3,6,30,468
62,1,6,0,468
27,1,6,16,468
23,1,3,30,468
15,2,0,0,468
22,2,6,0,469
20,1,6,0,469
17,2,6,0,469
0,0,0,0,469
70,1,6,0,470
67,1,6,0,470
76,1,6,0,471
72,1,6,0,471
77,1,6,0,472
77,1,6,0,472
88,1,6,80,473
79,1,6,0,473
29,3,4,50,474
24,1,1,24,474
3,1,0,0,474
50,1,1,40,475
44,1,1,50,475
59,1,6,0,476
58,1,1,40,476
51,1,1,40,477
48,1,1,40,477
23,2,6,0,477
18,2,6,0,477
31,1,1,40,478
26,2,1,45,478
39,2,6,20,479
27,1,1,35,479
43,1,1,40,480
27,1,6,40,480
8,3,0,0,480
88,1,6,0,481
56,1,1,44,481
42,1,1,48,482
28,1,1,46,482
14,2,0,0,482
29,1,1,50,483
28,1,1,40,483
0,0,0,0,483
80,1,6,0,484
45,1,1,50,485
20,2,3,40,485
19,1,6,0,485
16,2,6,0,485
70,1,6,0,486
63,1,6,0,486
57,1,1,30,487
27,1,1,40,487
35,1,1,40,488
32,1,3,30,488
10,2,0,0,488
9,2,0,0,488
66,1,6,0,489
71,1,6,0,490
70,1,6,0,490
45,1,1,25,491
22,1,1,24,491
18,2,6,10,491
13,2,0,0,491
68,1,6,0,492
40,3,1,40,493
39,2,1,40,493
17,2,3,0,493
15,2,0,0,493
12,2,0,0,493
69,1,6,0,494
54,1,1,16,495
48,1,1,7,495
35,1,3,40,495
11,2,0,0,495
4,2,0,0,495
80,1,6,0,496
58,1,1,30,496
60,1,6,0,497
32,1,1,72,498
32,1,6,0,498
13,2,0,0,498
7,2,0,0,498
4,2,0,0,498
43,1,1,38,499
38,2,1,40,499
57,1,1,32,500
55,1,1,40,500
17,2,6,0,500
64,1,1,40,501
46,1,1,40,502
36,1,1,40,503
33,2,1,40,503
9,2,0,0,503
7,2,0,0,503
3,1,0,0,503
45,1,1,40,504
42,1,1,39,505
42,1,1,32,505
72,1,6,0,506
71,1,6,0,506
66,1,3,0,506
63,1,2,16,507
36,1,1,40,507
36,1,1,32,507
71,1,6,0,508
51,1,1,40,509
23,1,6,0,510
22,2,1,40,510
3,1,0,0,510
2,0,0,0,510
0,0,0,0,510
80,1,6,0,511
73,1,6,0,511
35,1,1,55,512
34,1,1,20,512
3,1,0,0,512
1,0,0,0,512
57,1,1,32,513
32,2,6,0,513
28,1,1,38,513
62,1,1,48,514
51,1,3,0,514
70,1,1,20,515
69,1,6,0,515
52,1,1,40,516
50,1,1,40,516
37,1,6,0,517
34,1,1,40,517
42,1,1,48,518
40,1,6,0,518
22,1,1,25,518
18,2,1,9,518
33,1,1,47,519
87,1,6,0,520
86,1,6,0,520
43,1,1,40,521
43,1,1,40,521
12,2,0,0,521
62,1,6,0,522
55,1,1,32,522
41,1,1,40,523
36,1,1,40,523
10,2,0,0,523
8,2,0,0,523
62,1,6,0,524
51,1,1,40,524
57,1,1,42,525
57,1,1,40,525
70,1,6,0,526
82,1,6,0,527
82,1,6,0,527
78,1,6,0,528
54,1,1,30,529
82,1,6,0,530
81,1,6,0,530
53,1,6,0,531
46,1,1,40,531
14,2,0,0,531
76,1,6,0,532
74,1,6,0,532
76,1,6,0,533
26,1,1,45,534
25,1,1,40,534
50,1,6,0,535
49,1,3,40,535
22,1,3,0,535
47,1,1,40,536
42,1,1,40,536
61,1,1,40,537
76,1,6,0,538
74,1,6,0,538
65,1,1,40,539
65,1,6,0,539
46,1,3,10,540
25,3,3,16,540
63,1,6,0,541
60,1,1,40,541
81,1,6,0,542
80,1,6,0,542
59,1,1,40,543
55,1,6,0,543
84,1,6,0,544
70,1,1,40,544
41,1,1,60,545
37,1,1,40,545
15,2,0,0,545
12,3,0,0,545
1,0,0,0,545
22,1,1,60,546
19,1,1,40,546
18,2,6,0,546
55,1,3,0,547
41,2,1,50,548
14,2,0,0,548
12,2,0,0,548
7,2,0,0,548
47,1,1,45,549
44,1,1,50,549
9,2,0,0,549
4,3,0,0,549
36,1,3,0,550
35,1,1,60,550
4,1,0,0,550
54,1,1,45,551
64,1,6,0,552
59,1,1,24,552
55,1,1,40,552
44,1,1,50,553
42,1,6,0,553
16,3,6,0,553
12,3,0,0,553
4,1,0,0,553
64,1,6,0,554
21,1,6,0,554
19,1,6,0,554
13,2,0,0,554
71,1,6,0,555
48,1,1,20,556
45,1,1,40,556
15,2,0,0,556
13,2,0,0,556
66,1,6,0,557
60,1,1,12,558
56,1,1,26,558
72,1,1,17,559
48,1,6,0,560
50,1,1,52,561
45,1,1,40,561
58,1,1,52,562
56,1,6,0,562
40,1,3,0,563
77,1,6,0,564
74,1,6,0,564
26,1,1,33,565
25,1,1,35,565
24,1,1,40,565
81,1,6,0,566
48,1,3,0,566
42,1,1,40,567
38,1,1,40,567
15,2,0,0,567
12,2,0,0,567
88,1,6,0,568
85,1,6,0,568
61,1,1,60,569
46,1,6,0,569
16,2,6,0,569
7,2,0,0,569
37,1,1,40,570
28,1,1,40,571
25,1,1,40,571
59,1,1,40,572
57,1,1,40,572
79,1,6,0,573
64,1,6,0,573
67,1,6,0,574
64,1,6,0,574
56,1,1,38,575
56,1,6,0,575
82,1,1,27,576
74,1,6,0,577
72,1,6,0,577
26,1,1,40,578
25,1,6,0,578
2,0,0,0,578
60,1,6,0,579
75,1,6,0,580
73,1,6,0,580
46,1,1,78,581
45,1,1,7,581
16,2,6,0,581
15,3,0,0,581
91,1,6,0,582
87,1,6,0,582
50,2,1,40,583
28,1,3,40,583
24,1,6,0,583
23,1,1,40,583
0,0,0,0,583
79,1,6,0,584
69,1,1,15,584
48,1,6,0,585
36,1,1,40,585
15,2,0,0,585
38,1,1,41,586
49,1,1,40,587
