AGE,ENROLL,ESR,HOURS,HHID
42,1,1,30,2468
74,1,6,0,2469
55,1,3,30,2470
51,1,1,65,2470
19,2,1,20,2470
16,2,6,0,2470
15,2,0,0,2470
50,1,1,40,2471
40,1,1,40,2471
18,1,6,0,2471
36,1,1,40,2472
12,2,0,0,2472
70,1,6,0,2473
68,1,1,25,2473
43,1,1,80,2474
32,1,6,25,2474
52,1,6,0,2475
55,1,1,55,2476
48,1,6,0,2476
17,2,6,0,2476
15,2,0,0,2476
11,2,0,0,2476
75,1,6,0,2477
74,1,6,0,2477
54,1,6,0,2477
64,1,1,25,2478
61,1,6,0,2478
50,1,1,40,2479
40,1,1,40,2479
66,1,6,0,2480
64,1,6,0,2480
43,1,1,40,2481
39,1,1,40,2481
4,3,0,0,2481
65,1,6,0,2482
70,1,1,40,2483
23,1,1,40,2484
22,1,1,30,2484
71,1,6,0,2485
65,1,6,0,2485
61,1,2,15,2486
57,1,1,40,2486
25,1,6,0,2486
12,2,0,0,2486
3,2,0,0,2486
55,1,6,40,2487
47,1,6,8,2487
7,2,0,0,2487
53,1,1,40,2488
45,1,1,40,2488
10,2,0,0,2488
7,2,0,0,2488
57,1,6,0,2489
50,1,1,70,2489
25,1,1,40,2489
16,3,6,0,2489
16,1,1,40,2489
61,1,1,25,2490
64,1,1,40,2491
63,1,1,50,2491
11,2,0,0,2491
6,2,0,0,2491
34,1,1,40,2492
26,1,6,0,2492
5,2,0,0,2492
1,0,0,0,2492
56,1,1,80,2493
50,1,1,25,2493
90,1,6,20,2494
86,1,6,0,2494
53,1,3,16,2495
48,1,6,0,2495
20,1,6,32,2495
4,1,0,0,2495
1,0,0,0,2495
28,1,1,40,2496
51,1,3,20,2497
43,1,1,40,2497
9,2,0,0,2497
78,1,6,0,2498
77,1,6,0,2498
61,1,6,0,2499
61,1,6,0,2500
59,1,6,0,2500
54,1,1,40,2501
49,1,1,44,2501
15,2,0,0,2501
77,1,1,40,2502
71,1,6,60,2502
65,1,1,22,2503
65,1,6,0,2503
44,1,1,40,2504
38,1,1,40,2504
7,2,0,0,2504
0,0,0,0,2504
84,1,6,0,2505
24,1,1,50,2506
23,1,1,40,2506
23,1,1,40,2506
22,1,2,40,2506
36,1,1,40,2507
58,1,1,7,2508
55,3,3,37,2508
32,1,3,0,2508
19,2,1,30,2508
17,2,6,0,2508
30,1,1,40,2509
24,2,1,19,2509
47,1,2,30,2510
47,1,6,0,2510
26,1,6,0,2510
22,1,1,24,2510
56,1,6,0,2511
53,1,1,45,2511
56,2,3,0,2512
49,1,1,60,2513
43,1,1,10,2513
6,2,0,0,2513
2,0,0,0,2513
52,1,6,0,2514
52,1,1,50,2514
17,2,6,0,2514
14,2,0,0,2514
58,1,6,0,2515
57,1,1,30,2515
22,1,1,40,2516
59,1,6,0,2517
59,1,1,24,2517
34,1,1,35,2518
33,2,3,40,2518
7,2,0,0,2518
49,1,1,30,2519
18,2,6,0,2519
15,2,0,0,2519
14,2,0,0,2519
36,1,1,40,2520
88,1,6,0,2521
65,1,6,0,2521
61,1,6,0,2521
58,1,6,0,2521
40,1,1,45,2522
40,1,1,30,2522
28,1,1,36,2523
26,1,1,40,2523
30,1,1,8,2524
28,1,6,16,2524
2,0,0,0,2524
1,0,0,0,2524
79,1,6,0,2525
55,1,6,20,2526
38,1,1,30,2526
36,1,1,40,2527
31,1,6,0,2527
30,1,6,0,2527
10,2,0,0,2527
8,2,0,0,2527
5,2,0,0,2527
1,0,0,0,2527
1,0,0,0,2527
51,1,1,35,2528
68,1,6,0,2529
66,1,6,0,2529
73,1,6,0,2530
67,1,6,0,2530
57,1,1,32,2531
57,1,1,40,2531
60,1,1,12,2532
46,1,1,40,2533
39,1,3,40,2533
11,2,0,0,2533
9,2,0,0,2533
69,1,6,0,2534
65,1,6,0,2534
70,1,6,0,2535
68,1,1,40,2535
49,1,1,40,2535
64,1,1,20,2536
52,1,1,20,2536
71,1,3,0,2537
69,1,6,0,2537
57,1,1,50,2538
54,1,3,0,2538
62,1,6,0,2539
59,1,6,0,2540
62,1,6,0,2541
60,1,6,0,2542
55,1,6,0,2542
52,1,1,40,2542
56,1,6,0,2543
49,1,1,40,2543
72,1,6,0,2544
68,1,6,0,2544
50,1,6,0,2545
17,2,6,0,2545
31,1,3,0,2546
36,1,1,70,2547
35,1,6,0,2547
16,2,6,0,2547
10,1,0,0,2547
79,1,6,0,2548
51,1,1,40,2549
19,2,6,0,2549
13,2,0,0,2549
61,1,6,0,2550
59,1,1,30,2550
50,1,1,40,2551
24,1,6,0,2551
7,2,0,0,2551
1,0,0,0,2551
82,1,6,0,2552
65,1,1,60,2552
77,1,6,0,2553
74,1,6,0,2553
58,1,1,40,2554
28,2,1,40,2554
42,1,1,50,2555
40,1,1,10,2555
58,1,6,0,2556
74,1,6,0,2557
54,1,1,45,2558
50,1,1,30,2558
52,1,6,25,2559
72,1,6,0,2560
54,1,1,40,2560
55,1,1,50,2561
21,1,6,0,2561
65,1,6,0,2562
60,1,1,40,2562
36,1,6,0,2563
34,1,1,60,2563
3,2,0,0,2563
0,0,0,0,2563
61,1,1,40,2564
56,1,1,40,2564
54,1,1,40,2564
80,1,6,0,2565
77,1,6,0,2565
80,1,6,0,2566
75,1,6,0,2566
52,1,1,40,2567
54,1,1,40,2568
54,1,1,35,2568
94,1,6,0,2569
66,1,6,0,2570
63,1,6,0,2570
61,1,1,40,2571
31,2,6,0,2571
72,1,6,0,2572
47,1,6,0,2572
64,1,6,0,2573
63,1,6,0,2573
54,1,1,40,2574
54,1,1,40,2574
65,1,6,0,2575
63,1,6,0,2575
94,1,6,0,2576
64,1,1,25,2576
61,1,1,45,2577
57,1,6,0,2577
53,1,1,35,2577
16,2,6,0,2577
14,2,0,0,2577
54,1,6,40,2578
79,1,6,0,2579
74,1,6,0,2579
70,1,6,0,2580
69,1,6,0,2580
61,1,1,15,2581
55,1,1,22,2582
55,1,1,38,2582
15,2,0,0,2582
61,1,1,40,2583
58,1,1,40,2583
25,3,6,0,2583
21,2,6,0,2583
64,1,6,0,2584
57,1,6,40,2584
60,1,6,0,2585
60,1,1,50,2585
62,1,1,30,2586
53,1,1,40,2586
63,1,1,50,2587
63,1,1,40,2587
69,1,6,0,2588
66,1,6,6,2588
44,1,1,40,2588
28,1,1,50,2589
27,1,1,50,2589
62,1,6,0,2590
62,1,6,0,2590
28,1,1,40,2591
62,1,6,40,2592
62,1,1,20,2592
33,1,1,30,2593
31,1,1,40,2593
52,1,1,35,2594
24,1,1,40,2594
87,1,6,0,2595
64,1,2,99,2595
62,1,1,40,2595
60,1,1,40,2596
67,1,6,0,2597
66,1,6,0,2598
65,1,6,0,2598
89,1,6,0,2599
75,1,6,0,2600
57,1,1,29,2601
56,1,1,50,2601
47,1,1,25,2602
57,1,1,63,2603
42,1,1,20,2604
63,1,3,0,2605
61,1,3,38,2605
51,1,1,30,2606
48,1,1,16,2606
17,2,1,10,2606
42,1,1,40,2607
39,1,1,40,2607
21,2,1,24,2607
17,2,3,0,2607
11,2,0,0,2607
71,1,6,0,2608
68,1,6,0,2608
67,1,6,0,2609
45,1,1,40,2610
24,1,1,25,2610
16,2,6,0,2610
13,2,0,0,2610
4,2,0,0,2610
62,1,1,30,2611
61,1,1,35,2611
67,1,1,35,2612
54,1,1,55,2612
78,1,6,0,2613
40,2,1,45,2614
39,1,1,32,2614
17,2,6,0,2614
15,2,0,0,2614
9,2,0,0,2614
69,1,6,0,2615
60,1,6,40,2615
61,1,6,0,2616
56,1,6,0,2616
74,1,6,0,2617
62,1,6,0,2618
57,1,6,10,2618
63,1,6,40,2619
52,1,6,0,2619
42,1,1,50,2620
42,1,1,60,2620
9,2,0,0,2620
6,2,0,0,2620
70,1,6,0,2621
66,1,1,20,2621
65,1,6,0,2621
64,1,6,0,2621
48,1,3,0,2622
46,1,1,50,2622
16,2,6,2,2622
12,2,0,0,2622
49,1,1,50,2623
48,1,1,40,2623
14,2,0,0,2623
11,2,0,0,2623
66,1,1,45,2624
62,1,3,0,2625
56,1,1,40,2625
56,1,6,0,2626
62,1,1,40,2627
56,1,2,40,2627
66,1,1,50,2628
58,1,1,35,2628
74,1,6,0,2629
74,1,6,0,2629
55,1,1,60,2630
60,1,1,40,2631
56,1,1,40,2631
13,2,0,0,2631
12,2,0,0,2631
52,1,1,40,2632
51,3,1,40,2632
17,2,6,0,2632
14,2,0,0,2632
94,1,6,0,2633
44,1,6,0,2634
42,1,1,40,2634
15,2,0,0,2634
13,2,0,0,2634
46,3,2,40,2635
44,1,6,0,2635
77,1,6,0,2636
57,1,1,55,2637
56,1,1,50,2637
65,1,6,0,2638
65,1,6,0,2638
82,1,6,0,2639
60,1,6,0,2640
59,1,1,44,2641
58,1,6,0,2641
64,1,6,0,2642
87,1,6,0,2643
87,1,6,0,2643
57,1,1,40,2643
55,1,1,32,2643
54,1,1,40,2643
26,1,1,40,2643
68,1,6,0,2644
58,2,1,40,2644
40,1,1,50,2645
37,1,1,40,2645
44,1,1,56,2646
40,1,1,32,2646
12,3,0,0,2646
9,3,0,0,2646
42,1,1,40,2647
40,1,1,24,2647
10,2,0,0,2647
8,2,0,0,2647
5,2,0,0,2647
80,1,6,0,2648
80,1,6,0,2648
43,1,6,40,2649
42,1,1,40,2649
12,2,0,0,2649
48,1,1,50,2650
46,1,1,60,2650
18,2,1,20,2650
16,2,1,30,2650
5,2,0,0,2650
1,0,0,0,2650
67,1,6,0,2651
65,1,6,0,2651
82,1,6,0,2652
73,1,6,0,2653
58,1,1,40,2653
59,1,1,40,2654
83,1,6,0,2655
62,1,1,40,2656
25,1,6,0,2657
24,1,3,30,2657
6,1,0,0,2657
0,0,0,0,2657
38,2,1,40,2658
29,1,1,45,2659
25,1,1,42,2659
77,1,6,0,2660
62,1,6,16,2660
63,1,6,0,2661
82,1,2,40,2662
66,1,6,0,2663
58,1,1,45,2663
77,1,1,3,2664
52,1,1,42,2664
25,1,1,32,2664
18,1,3,0,2664
27,1,1,30,2665
52,1,6,0,2666
32,1,1,40,2666
29,1,1,40,2666
20,1,1,24,2666
49,1,1,50,2667
48,1,1,40,2667
16,2,6,0,2667
13,2,0,0,2667
72,1,6,0,2668
66,1,6,0,2668
53,1,1,50,2669
52,1,1,40,2669
23,2,1,32,2669
61,1,6,0,2670
60,1,1,45,2670
44,1,1,40,2671
43,1,1,40,2671
6,3,0,0,2671
4,3,0,0,2671
2,0,0,0,2671
81,1,6,0,2672
75,1,6,0,2672
56,1,2,40,2672
50,1,1,40,2672
60,1,1,45,2673
49,2,1,40,2673
18,2,3,0,2673
67,1,1,24,2674
56,1,1,40,2674
53,1,1,32,2675
63,1,1,60,2676
57,1,6,0,2676
46,1,1,40,2677
14,2,0,0,2677
13,2,0,0,2677
10,2,0,0,2677
57,1,1,40,2678
57,1,6,0,2678
24,2,6,5,2678
22,3,1,20,2678
19,3,3,0,2678
61,1,1,40,2679
59,1,1,40,2679
29,2,1,40,2679
26,1,1,35,2679
94,1,6,0,2680
30,1,1,40,2681
28,1,1,40,2681
1,0,0,0,2681
76,1,6,0,2682
65,1,6,0,2682
64,1,1,12,2683
50,1,3,15,2684
49,1,3,45,2684
16,2,1,6,2684
10,2,0,0,2684
30,1,1,5,2685
30,1,6,0,2685
5,2,0,0,2685
4,1,0,0,2685
1,0,0,0,2685
67,1,2,40,2686
63,1,6,0,2686
69,1,1,10,2687
63,1,6,0,2687
62,1,6,0,2687
50,1,3,0,2687
40,1,3,40,2687
25,2,1,30,2687
18,1,3,0,2687
17,2,6,0,2687
62,1,6,0,2688
62,1,6,0,2688
36,1,6,0,2688
16,2,3,0,2688
79,1,6,0,2689
55,1,6,0,2690
55,1,1,40,2690
17,3,6,1,2690
54,1,6,40,2691
29,2,1,25,2691
2,0,0,0,2691
76,1,6,0,2692
40,1,1,40,2693
57,1,1,40,2694
46,1,1,40,2694
71,1,6,0,2695
68,1,6,0,2695
56,1,1,40,2696
55,1,6,40,2696
54,1,1,50,2697
50,1,1,35,2698
48,1,1,40,2698
12,2,0,0,2698
75,1,6,0,2699
65,1,1,5,2700
71,1,6,0,2701
62,1,6,0,2701
26,1,3,20,2702
26,1,1,40,2702
75,1,6,0,2703
58,1,1,52,2704
44,1,1,15,2704
24,2,1,40,2704
21,1,1,40,2704
16,2,6,1,2704
68,1,1,30,2705
66,1,6,0,2705
38,1,6,0,2705
27,2,1,40,2706
44,1,1,40,2707
40,1,1,40,2707
14,2,0,0,2707
12,2,0,0,2707
10,2,0,0,2707
53,1,2,65,2708
53,1,1,40,2709
75,1,6,0,2710
72,1,6,0,2711
66,1,6,0,2711
47,1,2,55,2711
38,1,1,30,2711
9,2,0,0,2711
7,2,0,0,2711
55,1,1,50,2712
51,1,1,50,2712
14,2,0,0,2712
86,1,6,0,2713
48,1,1,40,2714
44,1,6,12,2714
20,3,1,25,2714
14,2,0,0,2714
13,2,0,0,2714
76,1,6,0,2715
75,1,6,0,2715
62,1,1,10,2716
58,1,6,0,2716
57,1,6,0,2716
62,1,6,0,2717
28,1,1,40,2718
21,1,1,40,2718
31,1,1,40,2719
84,1,6,0,2720
51,1,1,10,2720
71,1,6,0,2721
71,1,6,0,2721
34,1,1,36,2722
26,1,6,2,2722
77,1,6,0,2723
70,1,1,45,2723
38,1,1,40,2724
35,1,1,45,2724
10,2,0,0,2724
7,2,0,0,2724
27,1,6,25,2725
26,2,1,48,2725
24,1,1,40,2725
36,1,1,8,2726
33,1,6,32,2726
8,2,0,0,2726
4,1,0,0,2726
1,0,0,0,2726
44,1,1,60,2727
44,1,6,0,2727
37,1,2,30,2728
20,1,1,36,2728
70,1,6,0,2729
69,1,6,0,2729
60,1,6,0,2730
60,1,6,0,2730
45,1,3,40,2731
43,1,1,32,2731
10,2,0,0,2731
8,2,0,0,2731
75,1,6,0,2732
71,1,1,30,2733
68,1,1,15,2733
82,1,6,0,2734
67,1,1,40,2734
24,2,1,20,2734
69,1,6,0,2735
67,1,6,0,2735
78,1,6,0,2736
62,1,6,0,2736
35,1,2,40,2736
35,1,1,40,2736
34,1,3,40,2736
23,2,1,40,2736
2,0,0,0,2736
0,0,0,0,2736
35,1,1,35,2737
30,1,1,50,2737
26,1,1,50,2738
24,1,3,40,2738
1,0,0,0,2738
53,1,1,40,2739
53,1,1,40,2739
77,1,6,0,2740
75,1,6,0,2740
63,1,1,40,2741
62,1,1,40,2741
75,1,6,0,2742
82,1,6,0,2743
63,1,6,20,2744
60,1,6,0,2744
61,1,1,50,2745
56,1,1,25,2745
23,1,1,30,2745
52,1,1,45,2746
56,1,1,32,2747
31,1,1,24,2747
8,2,0,0,2747
79,1,6,0,2748
79,1,6,0,2748
85,1,6,0,2749
79,1,6,0,2749
33,1,1,40,2750
28,1,1,55,2750
54,1,1,35,2751
51,1,1,50,2751
51,1,1,50,2752
42,1,1,40,2752
14,2,0,0,2752
8,2,0,0,2752
86,1,6,0,2753
72,1,6,0,2753
66,1,6,0,2754
70,1,6,0,2755
28,1,1,40,2756
28,1,1,55,2756
52,1,1,40,2757
62,1,6,18,2758
11,2,0,0,2758
75,1,6,0,2759
73,1,6,0,2759
64,1,1,12,2760
56,1,1,9,2760
32,2,2,30,2761
31,1,1,40,2761
33,1,1,33,2762
3,2,0,0,2762
94,1,6,0,2763
65,1,6,0,2763
61,1,1,50,2763
1,0,0,0,2763
59,1,1,40,2764
52,1,1,45,2764
11,2,0,0,2764
7,2,0,0,2764
58,1,6,0,2765
58,1,6,0,2765
79,1,6,0,2766
57,1,1,40,2767
57,1,6,0,2767
33,1,6,0,2767
80,1,6,0,2768
68,1,1,15,2768
71,1,6,1,2769
67,1,1,1,2769
65,1,6,0,2770
59,1,6,0,2770
60,1,1,40,2771
56,1,1,40,2771
18,2,1,20,2771
70,1,6,0,2772
63,1,1,60,2772
69,1,6,0,2773
61,1,6,0,2773
70,1,1,3,2774
70,1,6,40,2774
84,1,6,0,2775
38,1,6,0,2776
35,1,6,0,2776
17,2,6,0,2776
6,2,0,0,2776
76,1,6,0,2777
70,1,6,0,2777
79,1,6,0,2778
74,1,6,0,2778
94,1,6,0,2779
52,1,1,60,2780
62,1,6,0,2781
68,1,6,0,2782
40,1,1,40,2782
34,1,3,0,2783
30,2,1,40,2783
78,1,6,0,2784
75,1,1,35,2784
25,1,1,40,2785
22,1,1,30,2785
0,0,0,0,2785
58,1,1,18,2786
56,1,1,39,2786
52,1,1,40,2787
50,1,1,5,2787
53,1,1,45,2788
47,1,6,0,2788
11,2,0,0,2788
10,2,0,0,2788
8,2,0,0,2788
64,1,6,0,2789
61,1,6,0,2789
55,1,1,40,2790
51,1,1,40,2790
22,2,1,15,2790
21,2,6,0,2790
18,2,6,0,2790
62,1,6,0,2791
60,1,6,0,2791
56,1,1,36,2792
31,1,1,40,2792
17,2,6,0,2792
77,1,6,0,2793
36,1,1,40,2794
36,1,1,30,2794
16,2,1,10,2794
13,2,0,0,2794
10,2,0,0,2794
8,2,0,0,2794
6,2,0,0,2794
2,0,0,0,2794
0,0,0,0,2794
53,1,1,40,2795
20,2,1,20,2795
15,2,0,0,2795
57,3,1,30,2796
75,1,6,0,2797
71,1,1,99,2797
64,1,1,35,2797
63,1,6,0,2797
60,1,1,35,2797
60,1,1,6,2797
54,1,1,7,2797
52,1,6,0,2797
65,1,1,30,2798
27,1,6,0,2798
56,1,6,0,2799
55,1,1,16,2799
67,1,6,0,2800
53,1,2,40,2801
48,1,1,40,2801
41,1,1,60,2802
39,1,1,38,2802
5,2,0,0,2802
1,0,0,0,2802
24,1,1,40,2803
23,2,1,20,2803
48,1,1,50,2804
40,1,1,40,2805
36,1,6,0,2805
9,3,0,0,2805
65,1,6,20,2806
35,1,1,45,2807
34,1,1,24,2807
8,2,0,0,2807
6,2,0,0,2807
55,1,1,9,2808
53,1,1,5,2808
46,1,6,0,2808
53,1,1,25,2809
53,2,1,40,2810
51,1,1,40,2810
24,3,6,0,2810
21,1,1,72,2810
62,1,6,0,2811
60,1,6,40,2811
64,1,3,0,2812
57,2,1,80,2812
63,1,6,0,2813
22,1,1,23,2813
34,1,1,25,2814
14,3,0,0,2814
12,3,0,0,2814
9,3,0,0,2814
7,3,0,0,2814
0,0,0,0,2814
63,1,1,55,2815
64,1,1,55,2816
44,1,1,24,2816
11,2,0,0,2816
35,1,6,0,2817
33,1,1,50,2817
5,3,0,0,2817
1,0,0,0,2817
69,1,1,8,2818
66,1,6,0,2819
74,1,6,0,2820
74,1,6,0,2820
57,1,6,0,2821
22,1,6,32,2821
73,1,6,0,2822
70,1,6,0,2822
59,1,1,30,2823
58,1,2,30,2823
71,1,6,0,2824
68,2,6,0,2825
94,1,6,0,2826
82,1,6,0,2826
57,1,1,40,2827
57,1,1,40,2827
29,1,1,20,2827
25,1,6,0,2827
58,1,1,40,2828
57,1,1,32,2828
22,2,6,0,2828
87,1,6,0,2829
70,1,1,40,2830
67,1,6,0,2830
47,1,6,0,2830
54,1,1,12,2831
53,1,1,40,2831
18,3,6,0,2831
18,3,6,0,2831
28,1,6,40,2832
64,1,1,21,2833
40,1,1,30,2833
17,2,1,23,2833
15,2,0,0,2833
7,2,0,0,2833
61,1,6,0,2834
71,1,3,0,2835
86,1,6,0,2836
85,1,6,0,2836
29,1,1,40,2837
28,1,1,32,2837
67,1,6,0,2838
63,1,1,20,2838
47,1,1,40,2839
42,1,1,50,2839
62,1,1,60,2840
57,2,1,25,2840
46,1,1,40,2841
44,1,1,40,2841
18,2,6,0,2841
36,1,6,0,2842
32,1,1,50,2842
8,2,0,0,2842
5,2,0,0,2842
74,1,6,0,2843
30,1,1,40,2844
29,1,1,50,2844
66,1,1,24,2845
64,1,6,0,2845
41,1,1,48,2846
39,1,1,50,2846
3,1,0,0,2846
0,0,0,0,2846
35,1,1,40,2847
34,1,1,36,2847
11,2,0,0,2847
8,2,0,0,2847
60,1,6,0,2848
41,1,1,40,2848
19,2,6,0,2848
14,2,0,0,2848
63,1,2,40,2849
54,1,6,0,2849
29,1,1,30,2850
27,1,1,40,2850
27,1,1,40,2850
67,1,3,25,2851
41,1,1,40,2852
69,1,1,40,2853
71,1,6,0,2854
69,1,6,0,2854
57,1,1,40,2855
55,1,1,24,2855
54,1,1,44,2856
50,1,1,40,2856
78,1,6,0,2857
73,1,6,0,2857
60,1,6,0,2858
57,2,1,40,2858
52,1,6,0,2858
24,2,6,15,2858
43,1,1,46,2859
18,1,1,40,2859
12,3,0,0,2859
9,3,0,0,2859
60,1,6,0,2860
59,1,6,0,2860
64,1,1,4,2861
64,1,1,50,2861
57,1,6,0,2862
56,1,3,0,2862
31,1,1,16,2862
18,2,6,0,2862
13,2,0,0,2862
34,1,1,50,2863
32,1,6,0,2863
8,2,0,0,2863
6,2,0,0,2863
1,0,0,0,2863
83,1,6,0,2864
76,1,6,0,2864
31,1,1,40,2865
30,1,3,4,2865
3,1,0,0,2865
0,0,0,0,2865
77,2,6,0,2866
65,1,6,0,2866
68,1,6,0,2867
80,1,6,0,2868
78,1,6,0,2868
37,3,1,60,2869
36,1,1,24,2869
14,2,0,0,2869
12,2,0,0,2869
8,2,0,0,2869
51,1,1,40,2870
71,1,1,24,2871
48,1,1,40,2872
47,1,1,40,2872
11,2,0,0,2872
62,1,6,0,2873
61,1,6,0,2873
55,1,1,50,2874
54,1,1,10,2874
17,2,1,3,2874
69,1,6,0,2875
64,1,1,40,2875
69,1,6,0,2876
82,1,6,0,2877
61,1,6,0,2878
60,1,6,0,2878
36,1,1,40,2879
28,1,6,0,2879
5,2,0,0,2879
51,1,1,40,2880
44,1,1,40,2880
18,1,3,16,2880
32,1,1,40,2881
28,1,1,45,2881
53,1,1,40,2882
49,1,1,50,2882
65,1,6,0,2883
63,1,6,2,2883
63,1,6,0,2884
61,1,1,40,2884
33,1,1,40,2885
28,1,1,10,2885
5,2,0,0,2885
2,0,0,0,2885
25,1,1,40,2886
79,1,6,0,2887
72,1,6,0,2887
52,1,1,50,2888
48,1,6,0,2888
21,1,1,45,2888
18,2,1,25,2888
14,2,0,0,2888
32,1,1,40,2889
26,1,6,0,2889
2,0,0,0,2889
38,1,1,50,2890
37,1,6,0,2890
9,2,0,0,2890
6,2,0,0,2890
2,0,0,0,2890
39,1,1,50,2891
37,1,1,40,2891
5,2,0,0,2891
3,1,0,0,2891
40,1,1,50,2892
69,1,6,0,2893
63,1,1,40,2893
75,1,6,0,2894
71,1,6,0,2894
24,1,6,0,2895
54,1,3,50,2896
16,2,6,0,2896
84,1,6,0,2897
80,1,6,0,2897
64,1,1,50,2898
52,1,6,0,2899
79,1,6,0,2900
44,1,1,40,2901
44,1,6,0,2901
82,1,6,0,2902
78,1,1,4,2902
56,1,6,0,2902
23,2,1,30,2903
21,1,1,60,2903
56,1,6,0,2904
55,1,6,0,2904
15,2,0,0,2904
55,1,1,25,2905
8,2,0,0,2905
72,1,1,20,2906
69,1,6,0,2906
40,1,1,16,2906
49,1,1,50,2907
20,2,1,20,2907
18,1,6,0,2907
15,2,0,0,2907
13,2,0,0,2907
51,1,1,30,2908
9,2,0,0,2908
67,1,1,15,2909
71,1,1,60,2910
71,1,1,15,2911
65,1,1,30,2911
80,1,6,0,2912
72,1,6,0,2912
52,1,6,0,2913
17,2,6,0,2913
32,1,1,20,2914
32,1,1,40,2914
14,2,0,0,2914
12,2,0,0,2914
6,2,0,0,2914
29,1,1,70,2915
26,1,1,30,2915
88,1,6,0,2916
85,1,6,0,2916
72,1,1,30,2917
68,1,6,0,2917
62,1,6,0,2918
75,1,6,0,2919
64,1,6,0,2920
70,1,6,0,2921
51,1,6,0,2921
45,1,1,1,2922
41,1,1,40,2922
21,1,3,0,2922
19,1,3,40,2922
16,2,6,0,2922
44,1,1,40,2923
42,1,1,15,2923
7,3,0,0,2923
48,1,3,0,2924
43,1,1,40,2925
43,1,1,4,2925
13,3,0,0,2925
80,1,6,0,2926
79,1,6,0,2926
87,1,6,0,2927
50,1,1,40,2928
21,1,6,0,2928
21,1,1,40,2928
41,1,1,40,2929
41,1,1,40,2929
3,3,0,0,2929
71,1,1,30,2930
65,1,1,25,2930
78,1,6,0,2931
53,1,6,40,2931
31,1,6,0,2931
10,2,0,0,2931
2,0,0,0,2931
0,0,0,0,2931
57,1,6,40,2932
50,1,6,0,2932
68,1,6,0,2933
63,1,1,20,2933
75,1,1,37,2934
56,1,6,0,2934
17,3,6,0,2934
63,1,1,40,2935
56,1,6,0,2936
50,1,6,0,2936
42,1,6,0,2936
34,1,1,40,2936
50,1,1,40,2937
48,1,1,30,2937
14,2,0,0,2937
61,1,6,0,2938
46,1,1,40,2938
84,1,6,0,2939
57,1,1,45,2939
57,1,1,42,2939
71,1,6,0,2940
70,1,6,0,2940
71,1,6,0,2941
60,1,1,60,2942
42,1,1,20,2942
7,2,0,0,2942
54,1,1,30,2943
40,1,1,50,2943
10,3,0,0,2943
70,1,6,0,2944
82,1,6,0,2945
74,1,6,0,2945
63,1,6,0,2946
58,1,6,0,2946
68,1,6,0,2947
64,1,6,0,2947
38,1,1,40,2948
37,1,1,40,2948
12,2,0,0,2948
9,2,0,0,2948
77,1,6,0,2949
77,1,6,0,2949
52,1,1,40,2950
50,1,1,40,2950
33,1,1,40,2950
69,1,2,40,2951
65,1,1,70,2951
84,1,6,0,2952
69,1,6,0,2953
57,1,6,0,2954
57,1,6,0,2954
64,1,6,0,2955
54,1,6,0,2955
71,1,6,0,2956
70,1,6,0,2956
58,1,1,20,2957
49,1,1,45,2957
94,1,6,0,2958
71,1,6,0,2958
59,2,6,0,2958
48,1,6,0,2958
41,1,1,40,2959
40,1,6,20,2959
17,2,6,40,2959
13,2,0,0,2959
6,2,0,0,2959
48,1,1,50,2960
47,1,1,45,2960
16,3,6,13,2960
14,3,0,0,2960
7,2,0,0,2960
42,1,1,35,2961
41,1,1,40,2961
19,2,6,0,2961
64,1,6,0,2962
61,1,6,0,2962
35,1,1,40,2962
60,1,1,10,2963
58,1,1,60,2963
17,2,6,0,2963
81,1,6,0,2964
44,1,3,0,2965
39,1,1,30,2965
15,2,0,0,2965
9,2,0,0,2965
67,1,6,0,2966
65,1,6,0,2966
74,1,6,0,2967
73,1,6,0,2967
72,1,1,40,2967
62,1,6,0,2968
54,1,6,0,2969
53,1,1,50,2969
26,1,1,50,2969
26,1,1,40,2969
24,2,1,32,2969
20,2,1,5,2969
59,1,6,0,2970
58,1,1,37,2970
69,1,6,0,2971
94,1,6,0,2972
68,1,6,0,2972
55,1,1,38,2973
62,1,6,0,2974
50,1,1,40,2974
75,1,6,0,2975
39,1,1,40,2976
80,1,6,0,2977
80,1,6,0,2977
55,1,6,0,2978
94,1,6,0,2979
59,1,6,35,2979
41,1,1,40,2980
36,1,1,40,2980
5,2,0,0,2980
3,2,0,0,2980
2,0,0,0,2980
47,1,1,40,2981
58,1,3,50,2982
41,1,1,40,2983
39,1,6,0,2983
10,2,0,0,2983
5,2,0,0,2983
70,1,6,0,2984
64,1,6,0,2984
35,1,1,50,2985
60,1,6,0,2986
56,1,1,32,2986
24,1,6,0,2986
20,2,6,0,2986
42,1,1,40,2987
39,1,1,40,2987
51,1,1,40,2988
51,1,1,6,2988
57,1,1,40,2989
49,1,6,0,2989
16,2,3,0,2989
14,2,0,0,2989
8,2,0,0,2989
63,1,6,0,2990
60,1,6,0,2990
56,1,6,0,2991
31,1,1,40,2991
27,1,1,40,2991
0,0,0,0,2991
58,1,6,0,2992
43,1,1,32,2992
50,1,1,50,2993
45,1,1,40,2993
43,1,1,60,2993
29,1,1,48,2994
27,1,6,0,2994
1,0,0,0,2994
0,0,0,0,2994
71,1,6,0,2995
51,1,6,0,2996
47,1,2,40,2996
17,2,6,0,2996
16,2,6,0,2996
14,2,0,0,2996
57,1,3,35,2997
33,1,1,40,2997
38,1,1,50,2998
